"Package","Dataset","Description"
"MotrpacRatTraining6moData","TRNSCRPT_LUNG_RAW_COUNTS","RNA-seq raw counts"
"MotrpacRatTraining6moData","TRNSCRPT_META","RNA-seq metadata and QC"
"MotrpacRatTraining6moData","TRNSCRPT_OVARY_DA","Differential analysis of RNA-seq datasets"
"MotrpacRatTraining6moData","TRNSCRPT_OVARY_NORM_DATA","Normalized RNA-seq data"
"MotrpacRatTraining6moData","TRNSCRPT_OVARY_RAW_COUNTS","RNA-seq raw counts"
"MotrpacRatTraining6moData","TRNSCRPT_SKMGN_DA","Differential analysis of RNA-seq datasets"
"MotrpacRatTraining6moData","TRNSCRPT_SKMGN_NORM_DATA","Normalized RNA-seq data"
"MotrpacRatTraining6moData","TRNSCRPT_SKMGN_RAW_COUNTS","RNA-seq raw counts"
"MotrpacRatTraining6moData","TRNSCRPT_SKMVL_DA","Differential analysis of RNA-seq datasets"
"MotrpacRatTraining6moData","TRNSCRPT_SKMVL_NORM_DATA","Normalized RNA-seq data"
"MotrpacRatTraining6moData","TRNSCRPT_SKMVL_RAW_COUNTS","RNA-seq raw counts"
"MotrpacRatTraining6moData","TRNSCRPT_SMLINT_DA","Differential analysis of RNA-seq datasets"
"MotrpacRatTraining6moData","TRNSCRPT_SMLINT_NORM_DATA","Normalized RNA-seq data"
"MotrpacRatTraining6moData","TRNSCRPT_SMLINT_RAW_COUNTS","RNA-seq raw counts"
"MotrpacRatTraining6moData","TRNSCRPT_SPLEEN_DA","Differential analysis of RNA-seq datasets"
"MotrpacRatTraining6moData","TRNSCRPT_SPLEEN_NORM_DATA","Normalized RNA-seq data"
"MotrpacRatTraining6moData","TRNSCRPT_SPLEEN_RAW_COUNTS","RNA-seq raw counts"
"MotrpacRatTraining6moData","TRNSCRPT_TESTES_DA","Differential analysis of RNA-seq datasets"
"MotrpacRatTraining6moData","TRNSCRPT_TESTES_NORM_DATA","Normalized RNA-seq data"
"MotrpacRatTraining6moData","TRNSCRPT_TESTES_RAW_COUNTS","RNA-seq raw counts"
"MotrpacRatTraining6moData","TRNSCRPT_VENACV_DA","Differential analysis of RNA-seq datasets"
"MotrpacRatTraining6moData","TRNSCRPT_VENACV_NORM_DATA","Normalized RNA-seq data"
"MotrpacRatTraining6moData","TRNSCRPT_VENACV_RAW_COUNTS","RNA-seq raw counts"
"MotrpacRatTraining6moData","TRNSCRPT_WATSC_DA","Differential analysis of RNA-seq datasets"
"MotrpacRatTraining6moData","TRNSCRPT_WATSC_NORM_DATA","Normalized RNA-seq data"
"MotrpacRatTraining6moData","TRNSCRPT_WATSC_RAW_COUNTS","RNA-seq raw counts"
"MotrpacRatTraining6moData","UBIQ_HEART_DA","Differential analysis of proteomics datasets"
"MotrpacRatTraining6moData","UBIQ_HEART_NORM_DATA","Normalized protein ubiquitynation data"
"MotrpacRatTraining6moData","UBIQ_LIVER_DA","Differential analysis of proteomics datasets"
"MotrpacRatTraining6moData","UBIQ_LIVER_NORM_DATA","Normalized protein ubiquitynation data"
"MotrpacRatTraining6moData","UBIQ_META","Proteomics sample-level metadata"
"MsFeatures","se","Quantified LC-MS preprocessing result test data"
"MSnbase","TMT10","TMT 6/10-plex sets"
"MSnbase","TMT10ETD","TMT 6/10-plex sets"
"MSnbase","TMT10HCD","TMT 6/10-plex sets"
"MSnbase","TMT11","TMT 6/10-plex sets"
"MSnbase","TMT11HCD","TMT 6/10-plex sets"
"MSnbase","TMT16","TMT 6/10-plex sets"
"MSnbase","TMT16HCD","TMT 6/10-plex sets"
"MSnbase","TMT6","TMT 6/10-plex sets"
"MSnbase","TMT6b","TMT 6/10-plex sets"
"MSnbase","TMT7","TMT 6/10-plex sets"
"MSnbase","TMT7b","TMT 6/10-plex sets"
"MSnbase","iTRAQ4","iTRAQ 4-plex set"
"MSnbase","iTRAQ5","iTRAQ 4-plex set"
"MSnbase","iTRAQ8","iTRAQ 4-plex set"
"MSnbase","iTRAQ9","iTRAQ 4-plex set"
"MSnbase","itraqdata","Example 'MSnExp' and 'MSnSet' data sets"
"MSnbase","msnset","Example 'MSnExp' and 'MSnSet' data sets"
"MSnbase","msnset2","Example 'MSnExp' and 'MSnSet' data sets"
"MSnbase","naset","Quantitative proteomics data imputation"
"multcomp","adevent","Adverse Events Data"
"multcomp","cholesterol","Cholesterol Reduction Data Set"
"multcomp","cml","Chronic Myelogenous Leukemia survival data."
"multcomp","detergent","Detergent Durability Data Set"
"multcomp","fattyacid","Fatty Acid Content of Bacillus simplex."
"multcomp","litter","Litter Weights Data Set"
"multcomp","mtept","Multiple Endpoints Data"
"multcomp","recovery","Recovery Time Data Set"
"multcomp","sbp","Systolic Blood Pressure Data"
"multcomp","trees513","Frankonian Tree Damage Data"
"multcomp","waste","Industrial Waste Data Set"
"multtest","golub","Gene expression dataset from Golub et al. (1999)"
"multtest","golub.cl (golub)","Gene expression dataset from Golub et al. (1999)"
"multtest","golub.gnames (golub)","Gene expression dataset from Golub et al. (1999)"
"mutoss","T.Test.tumor.vs.normal","Notterman data set"
"mutoss","notterman","Notterman data set"
"mutoss","notterman.grpLabel","Notterman data set"
"naniar","common_na_numbers","Common number values for NA"
"naniar","common_na_strings","Common string values for NA"
"naniar","oceanbuoys","West Pacific Tropical Atmosphere Ocean Data, 1993 & 1997."
"naniar","pedestrian","Pedestrian count information around Melbourne for 2016"
"naniar","riskfactors","The Behavioral Risk Factor Surveillance System (BRFSS) Survey Data, 2009."
"nlme","Alfalfa","Split-Plot Experiment on Varieties of Alfalfa"
"nlme","Assay","Bioassay on Cell Culture Plate"
"nlme","BodyWeight","Rat weight over time for different diets"
"nlme","Cefamandole","Pharmacokinetics of Cefamandole"
"nlme","Dialyzer","High-Flux Hemodialyzer"
"nlme","Earthquake","Earthquake Intensity"
"nlme","Fatigue","Cracks caused by metal fatigue"
"nlme","Gasoline","Refinery yield of gasoline"
"nlme","Glucose","Glucose levels over time"
"nlme","Glucose2","Glucose Levels Following Alcohol Ingestion"
"nlme","Gun","Methods for firing naval guns"
"nlme","IGF","Radioimmunoassay of IGF-I Protein"
"nlme","Machines","Productivity Scores for Machines and Workers"
"nlme","MathAchSchool","School demographic data for MathAchieve"
"nlme","MathAchieve","Mathematics achievement scores"
"nlme","Meat","Tenderness of meat"
"nlme","Milk","Protein content of cows' milk"
"nlme","Muscle","Contraction of heart muscle sections"
"nlme","Nitrendipene","Assay of nitrendipene"
"nlme","Oats","Split-plot Experiment on Varieties of Oats"
"nlme","Orthodont","Growth curve data on an orthdontic measurement"
"nlme","Ovary","Counts of Ovarian Follicles"
"nlme","Oxboys","Heights of Boys in Oxford"
"nlme","Oxide","Variability in Semiconductor Manufacturing"
"nlme","PBG","Effect of Phenylbiguanide on Blood Pressure"
"nlme","Phenobarb","Phenobarbitol Kinetics"
"nlme","Pixel","X-ray pixel intensities over time"
"nlme","Quinidine","Quinidine Kinetics"
"nlme","Rail","Evaluation of Stress in Railway Rails"
"nlme","RatPupWeight","The weight of rat pups"
"nlme","Relaxin","Assay for Relaxin"
"nlme","Remifentanil","Pharmacokinetics of Remifentanil"
"nlme","Soybean","Growth of soybean plants"
"nlme","Spruce","Growth of Spruce Trees"
"nlme","Tetracycline1","Pharmacokinetics of tetracycline"
"nlme","Tetracycline2","Pharmacokinetics of tetracycline"
"nlme","Wafer","Modeling of Analog MOS Circuits"
"nlme","Wheat","Yields by growing conditions"
"nlme","Wheat2","Wheat Yield Trials"
"nlme","bdf","Language scores"
"nlme","ergoStool","Ergometrics experiment with stool types"
"norm","mdata","Dataset with missing values to illustrate use of package norm"
"openxlsx","openxlsxFontSizeLookupTable","Font Size Lookup tables"
"openxlsx","openxlsxFontSizeLookupTableBold","Font Size Lookup tables"
"ordinal","income","Income distribution (percentages) in the Northeast US"
"ordinal","soup","Discrimination study of packet soup"
"ordinal","wine","Bitterness of wine"
"pan","YWC.data","A data frame for multivariate imputation"
"pan","bitest","A testing example for bivariate imputation"
"pan","marijuana","A pilot study of the clinical and psychological effects of maarijuana"
"parsnip","model_db","parsnip model specification database"
"pbkrtest","beets","Sugar beets data"
"pbkrtest","budworm","Budworm data"
"pcaMethods","helix","A helix structured toy data set"
"pcaMethods","metaboliteData","A incomplete metabolite data set from an Arabidopsis coldstress experiment"
"pcaMethods","metaboliteDataComplete","A complete metabolite data set from an Arabidopsis coldstress experiment"
"plotrix","death_reg","Death registrations from 1996 to 2010"
"plotrix","l2010","World lightning strike data from 2010"
"plotrix","soils","Soil texture data from 125 soils"
"plyr","baseball","Yearly batting records for all major league baseball players"
"plyr","ozone","Monthly ozone measurements over Central America."
"PMCMRplus","Pentosan","Pentosan Dataset"
"PMCMRplus","algae","Algae Growth Inhibition Data Set"
"PMCMRplus","qPCR","qPCR Curve Analysis Methods"
"PMCMRplus","reviewers","Reviewers"
"PMCMRplus","trout","Data from a Dose-Response Experiment with Trouts"
"pROC","aSAH","Subarachnoid hemorrhage data"
"psych","Bechtoldt","Seven data sets showing a bifactor solution."
"psych","Bechtoldt.1","Seven data sets showing a bifactor solution."
"psych","Bechtoldt.2","Seven data sets showing a bifactor solution."
"psych","Chen (Schmid)","12 variables created by Schmid and Leiman to show the Schmid-Leiman Transformation"
"psych","Dwyer","8 cognitive variables used by Dwyer for an example."
"psych","Garcia (GSBE)","Data from the sexism (protest) study of Garcia, Schmitt, Branscome, and Ellemers (2010)"
"psych","Gleser","Example data from Gleser, Cronbach and Rajaratnam (1965) to show basic principles of generalizability theory."
"psych","Gorsuch","Example data set from Gorsuch (1997) for an example factor extension."
"psych","Harman.5","Five data sets from Harman (1967). 9 cognitive variables from Holzinger and 8 emotional variables from Burt"
"psych","Harman.8","Five data sets from Harman (1967). 9 cognitive variables from Holzinger and 8 emotional variables from Burt"
"psych","Harman.Burt (Harman)","Five data sets from Harman (1967). 9 cognitive variables from Holzinger and 8 emotional variables from Burt"
"psych","Harman.Holzinger (Harman)","Five data sets from Harman (1967). 9 cognitive variables from Holzinger and 8 emotional variables from Burt"
"psych","Harman.political","Five data sets from Harman (1967). 9 cognitive variables from Holzinger and 8 emotional variables from Burt"
"psych","Holzinger","Seven data sets showing a bifactor solution."
"psych","Holzinger.9","Seven data sets showing a bifactor solution."
"psych","Reise","Seven data sets showing a bifactor solution."
"psych","Schmid","12 variables created by Schmid and Leiman to show the Schmid-Leiman Transformation"
"psych","Tal.Or","Data set testing causal direction in presumed media influence"
"psych","Tal_Or (tal_or)","Data set testing causal direction in presumed media influence"
"psych","Thurstone","Seven data sets showing a bifactor solution."
"psych","Thurstone.33","Seven data sets showing a bifactor solution."
"psych","Thurstone.33G","Seven data sets showing a bifactor solution."
"psych","Thurstone.9","Seven data sets showing a bifactor solution."
"psych","Tucker","9 Cognitive variables discussed by Tucker and Lewis (1973)"
"psych","West (Schmid)","12 variables created by Schmid and Leiman to show the Schmid-Leiman Transformation"
"psych","bfi","25 Personality items representing 5 factors"
"psych","bfi.dictionary","25 Personality items representing 5 factors"
"psych","bfi.keys (bfi)","25 Personality items representing 5 factors"
"psych","bock.table (bock)","Bock and Liberman (1970) data set of 1000 observations of the LSAT"
"psych","cattell","12 cognitive variables from Cattell (1963)"
"psych","lsat6 (bock)","Bock and Liberman (1970) data set of 1000 observations of the LSAT"
"psych","lsat7 (bock)","Bock and Liberman (1970) data set of 1000 observations of the LSAT"
"psych","sat.act","3 Measures of ability: SATV, SATQ, ACT"
"psych","schmid.leiman (Schmid)","12 variables created by Schmid and Leiman to show the Schmid-Leiman Transformation"
"psych","small.msq","A small example data set taken from a larger data set"
"psych","withinBetween","An example of the distinction between within group and between group correlations"
"qdapDictionaries","BuckleySaltonSWL","Buckley & Salton Stopword List"
"qdapDictionaries","DICTIONARY","Nettalk Corpus Syllable Data Set"
"qdapDictionaries","Dolch","Dolch List of 220 Common Words"
"qdapDictionaries","Fry_1000","Fry's 1000 Most Commonly Used English Words"
"qdapDictionaries","GradyAugmented","Augmented List of Grady Ward's English Words and Mark Kantrowitz's Names List"
"qdapDictionaries","Leveled_Dolch","Leveled Dolch List of 220 Common Words"
"qdapDictionaries","NAMES","First Names and Gender (U.S.)"
"qdapDictionaries","NAMES_LIST","First Names and Predictive Gender (U.S.) List"
"qdapDictionaries","NAMES_SEX","First Names and Predictive Gender (U.S.)"
"qdapDictionaries","OnixTxtRetToolkitSWL1","Onix Text Retrieval Toolkit Stopword List 1"
"qdapDictionaries","Top100Words","Fry's 100 Most Commonly Used English Words"
"qdapDictionaries","Top200Words","Fry's 200 Most Commonly Used English Words"
"qdapDictionaries","Top25Words","Fry's 25 Most Commonly Used English Words"
"qdapDictionaries","abbreviations","Small Abbreviations Data Set"
"qdapDictionaries","action.verbs","Action Word List"
"qdapDictionaries","adverb","Adverb Word List"
"qdapDictionaries","amplification.words","Amplifying Words"
"qdapDictionaries","contractions","Contraction Conversions"
"qdapDictionaries","deamplification.words","De-amplifying Words"
"qdapDictionaries","discourse.markers.alemany","Alemany's Discourse Markers"
"qdapDictionaries","emoticon","Emoticons Data Set"
"qdapDictionaries","function.words","Function Words"
"qdapDictionaries","interjections","Interjections"
"qdapDictionaries","key.pol","Polarity Lookup Key"
"qdapDictionaries","key.power","Power Lookup Key"
"qdapDictionaries","key.strength","Strength Lookup Key"
"qdapDictionaries","key.syl","Syllable Lookup Key"
"qdapDictionaries","key.syn","Synonym Lookup Key"
"qdapDictionaries","labMT","Language Assessment by Mechanical Turk (labMT) Sentiment Words"
"qdapDictionaries","negation.words","Negating Words"
"qdapDictionaries","negative.words","Negative Words"
"qdapDictionaries","positive.words","Positive Words"
"qdapDictionaries","power.words","Words that Indicate Power"
"qdapDictionaries","preposition","Preposition Words"
"qdapDictionaries","strong.words","Words that Indicate Strength"
"qdapDictionaries","submit.words","Words that Indicate Submission"
"qdapDictionaries","weak.words","Words that Indicate Weakness"
"qvalue","hedenfalk","P-values and test-statistics from the Hedenfalk et al. (2001) gene expression dataset"
"randomForest","imports85","The Automobile Data"
"RCurl","mimeTypeExtensions","Mapping from extension to MIME type"
"reshape2","french_fries","Sensory data from a french fries experiment."
"reshape2","smiths","Demo data describing the Smiths."
"reshape2","tips","Tipping data"
"RgoogleMaps","NYleukemia","Upstate New York Leukemia Data"
"RgoogleMaps","bbs (columbus)","Columbus OH spatial analysis data set"
"RgoogleMaps","col.gal.nb (columbus)","Columbus OH spatial analysis data set"
"RgoogleMaps","columbus","Columbus OH spatial analysis data set"
"RgoogleMaps","coords (columbus)","Columbus OH spatial analysis data set"
"RgoogleMaps","incidents","San Francisco crime data"
"RgoogleMaps","pennLC","Pennsylvania Lung Cancer"
"RgoogleMaps","polys (columbus)","Columbus OH spatial analysis data set"
"rnaturalearth","countries110","world country polygons from Natural Earth"
"rnaturalearth","df_layers_cultural","list of cultural layers available from Natural Earth"
"rnaturalearth","df_layers_physical","list of physical layers available from Natural Earth"
"rnaturalearthdata","coastline110","world coastlines from Natural Earth"
"rnaturalearthdata","coastline50","world coastlines from Natural Earth"
"rnaturalearthdata","countries110","world country polygons from Natural Earth"
"rnaturalearthdata","countries50","world country polygons from Natural Earth"
"rnaturalearthdata","map_units110","world map_unit polygons from Natural Earth"
"rnaturalearthdata","map_units50","world map_unit polygons from Natural Earth"
"rnaturalearthdata","sovereignty110","world sovereignty polygons from Natural Earth"
"rnaturalearthdata","sovereignty50","world sovereignty polygons from Natural Earth"
"rnaturalearthdata","states50","state (admin level 1) polygons from Natural Earth"
"rnaturalearthdata","tiny_countries110","tiny countries points from Natural Earth"
"rnaturalearthdata","tiny_countries50","tiny countries points from Natural Earth"
"robustbase","Animals2","Brain and Body Weights for 65 Species of Land Animals"
"robustbase","CrohnD","Crohn's Disease Adverse Events Data"
"robustbase","NOxEmissions","NOx Air Pollution Data"
"robustbase","SiegelsEx","Siegel's Exact Fit Example Data"
"robustbase","aircraft","Aircraft Data"
"robustbase","airmay","Air Quality Data"
"robustbase","alcohol","Alcohol Solubility in Water Data"
"robustbase","ambientNOxCH","Daily Means of NOx (mono-nitrogen oxides) in air"
"robustbase","biomassTill","Biomass Tillage Data"
"robustbase","bushfire","Campbell Bushfire Data"
"robustbase","carrots","Insect Damages on Carrots"
"robustbase","cloud","Cloud point of a Liquid"
"robustbase","coleman","Coleman Data Set"
"robustbase","condroz","Condroz Data"
"robustbase","cushny","Cushny and Peebles Prolongation of Sleep Data"
"robustbase","delivery","Delivery Time Data"
"robustbase","education","Education Expenditure Data"
"robustbase","epilepsy","Epilepsy Attacks Data Set"
"robustbase","exAM","Example Data of Antille and May - for Simple Regression"
"robustbase","foodstamp","Food Stamp Program Participation"
"robustbase","hbk","Hawkins, Bradu, Kass's Artificial Data"
"robustbase","heart","Heart Catherization Data"
"robustbase","kootenay","Waterflow Measurements of Kootenay River in Libby and Newgate"
"robustbase","lactic","Lactic Acid Concentration Measurement Data"
"robustbase","los","Length of Stay Data"
"robustbase","milk","Daudin's Milk Composition Data"
"robustbase","pension","Pension Funds Data"
"robustbase","phosphor","Phosphorus Content Data"
"robustbase","pilot","Pilot-Plant Data"
"robustbase","possum.mat (possumDiv)","Possum Diversity Data"
"robustbase","possumDiv","Possum Diversity Data"
"robustbase","pulpfiber","Pulp Fiber and Paper Data"
"robustbase","radarImage","Satellite Radar Image Data from near Munich"
"robustbase","salinity","Salinity Data"
"robustbase","starsCYG","Hertzsprung-Russell Diagram Data of Star Cluster CYG OB1"
"robustbase","steamUse","Steam Usage Data (Excerpt)"
"robustbase","telef","Number of International Calls from Belgium"
"robustbase","toxicity","Toxicity of Carboxylic Acids Data"
"robustbase","vaso","Vaso Constriction Skin Data Set"
"robustbase","wagnerGrowth","Wagner's Hannover Employment Growth Data"
"robustbase","wood","Modified Data on Wood Specific Gravity"
"robustbase","x30o50","Extreme Data examples"
"rpart","car.test.frame","Automobile Data from 'Consumer Reports' 1990"
"rpart","car90","Automobile Data from 'Consumer Reports' 1990"
"rpart","cu.summary","Automobile Data from 'Consumer Reports' 1990"
"rpart","kyphosis","Data on Children who have had Corrective Spinal Surgery"
"rpart","solder","Soldering of Components on Printed-Circuit Boards"
"rpart","solder.balance (solder)","Soldering of Components on Printed-Circuit Boards"
"rpart","stagec","Stage C Prostate Cancer"
"s2","s2_data_example_wkt","Example Geometries"
"s2","s2_data_tbl_cities","Low-resolution world boundaries, timezones, and cities"
"s2","s2_data_tbl_countries","Low-resolution world boundaries, timezones, and cities"
"s2","s2_data_tbl_timezones","Low-resolution world boundaries, timezones, and cities"
"sandwich","InstInnovation","Innovation and Institutional Ownership"
"sandwich","Investment","US Investment Data"
"sandwich","PetersenCL","Petersen's Simulated Data for Assessing Clustered Standard Errors"
"sandwich","PublicSchools","US Expenditures for Public Schools"
"SentimentAnalysis","DictionaryGI","Dictionary with opinionated words from the Harvard-IV dictionary as used in the General Inquirer software"
"SentimentAnalysis","DictionaryHE","Dictionary with opinionated words from Henry's Financial dictionary"
"SentimentAnalysis","DictionaryLM","Dictionary with opinionated words from Loughran-McDonald Financial dictionary"
"sfd","sfd_lib","Space-Filling Designs"
"shinyWidgets","animations","Animation names"
"sn","ais","Australian Institute of Sport data"
"sn","barolo","Price of Barolo wine"
"sn","frontier","Simulated sample from a skew-normal distribution"
"sn","wines","Piedmont wines data"
"sp","GridsDatums","Grids and Datums PE&RS listing"
"sp","Rlogo","Rlogo jpeg image"
"sp","gt (Rlogo)","Rlogo jpeg image"
"sp","meuse","Meuse river data set"
"sp","meuse.area","River Meuse outline"
"sp","meuse.grid","Prediction Grid for Meuse Data Set"
"sp","meuse.grid_ll","Prediction Grid for Meuse Data Set, geographical coordinates"
"sp","meuse.riv","River Meuse outline"
"SparseM","X (triogramX)","A Design Matrix for a Triogram Problem"
"SparseM","lsq","Least Squares Problems in Surveying"
"spikeslab","diabetesI","Diabetes Data with Interactions"
"spikeslab","housingI","Boston Housing Interaction Data"
"spikeslab","leukemia","Golub Leukemia Gene Expression Data"
"spikeslab","ozoneI","Ozone Interaction Data"
"splancs","amacrines.off (amacrines)","Amacrines on/off data set"
"splancs","amacrines.on (amacrines)","Amacrines on/off data set"
"splancs","bodmin","Bodmin Moors granite tors"
"splancs","burbdy (burkitt)","Burkitt's lymphoma in Uganda"
"splancs","burkitt","Burkitt's lymphoma in Uganda"
"splancs","burpts (burkitt)","Burkitt's lymphoma in Uganda"
"splancs","cardiff","Locations of homes of juvenile offenders"
"splancs","okblack","Oklahoma black offenders"
"splancs","okwhite","Oklahoma white offenders"
"splancs","old.incinerator (southlancs)","Cancer cases in Chorley-Ribble"
"splancs","southlancs","Cancer cases in Chorley-Ribble"
"splancs","southlancs.bdy (southlancs)","Cancer cases in Chorley-Ribble"
"splancs","southlancs.cc (southlancs)","Cancer cases in Chorley-Ribble"
"splancs","southlancs.pts (southlancs)","Cancer cases in Chorley-Ribble"
"splancs","uganda","Craters in Uganda"
"stringr","fruit","Sample character vectors for practicing string manipulations"
"stringr","sentences","Sample character vectors for practicing string manipulations"
"stringr","words","Sample character vectors for practicing string manipulations"
"survey","apiclus1 (api)","Student performance in California schools"
"survey","apiclus2 (api)","Student performance in California schools"
"survey","apipop (api)","Student performance in California schools"
"survey","apisrs (api)","Student performance in California schools"
"survey","apistrat (api)","Student performance in California schools"
"survey","crowd","Household crowding"
"survey","election","US 2004 presidential election data at state or county level"
"survey","election_insample (election)","US 2004 presidential election data at state or county level"
"survey","election_jointHR (election)","US 2004 presidential election data at state or county level"
"survey","election_jointprob (election)","US 2004 presidential election data at state or county level"
"survey","election_pps (election)","US 2004 presidential election data at state or county level"
"survey","fpc","Small survey example"
"survey","hospital","Sample of obstetric hospitals"
"survey","mu284","Two-stage sample from MU284"
"survey","myco","Association between leprosy and BCG vaccination"
"survey","nhanes","Cholesterol data from a US survey"
"survey","salamander","Salamander mating data set from McCullagh and Nelder (1989)"
"survey","scd","Survival in cardiac arrest"
"survey","yrbs","One variable from the Youth Risk Behaviors Survey, 2015."
"survival","aml (cancer)","Acute Myelogenous Leukemia survival data"
"survival","bladder (cancer)","Bladder Cancer Recurrences"
"survival","bladder1 (cancer)","Bladder Cancer Recurrences"
"survival","bladder2 (cancer)","Bladder Cancer Recurrences"
"survival","cancer","NCCTG Lung Cancer Data"
"survival","capacitor (reliability)","Reliability data sets"
"survival","cgd","Chronic Granulotamous Disease data"
"survival","cgd0 (cgd)","Chronic Granulotomous Disease data"
"survival","colon (cancer)","Chemotherapy for Stage B/C colon cancer"
"survival","cracks (reliability)","Reliability data sets"
"survival","diabetic","Ddiabetic retinopathy"
"survival","flchain","Assay of serum free light chain for 7874 subjects."
"survival","gbsg (cancer)","Breast cancer data sets used in Royston and Altman (2013)"
"survival","genfan (reliability)","Reliability data sets"
"survival","heart","Stanford Heart Transplant data"
"survival","hoel (cancer)","Mouse cancer data"
"survival","ifluid (reliability)","Reliability data sets"
"survival","imotor (reliability)","Reliability data sets"
"survival","jasa (heart)","Stanford Heart Transplant data"
"survival","jasa1 (heart)","Stanford Heart Transplant data"
"survival","kidney (cancer)","Kidney catheter data"
"survival","leukemia (cancer)","Acute Myelogenous Leukemia survival data"
"survival","logan","Data from the 1972-78 GSS data used by Logan"
"survival","lung (cancer)","NCCTG Lung Cancer Data"
"survival","mgus (cancer)","Monoclonal gammopathy data"
"survival","mgus1 (cancer)","Monoclonal gammopathy data"
"survival","mgus2 (cancer)","Monoclonal gammopathy data"
"survival","myeloid (cancer)","Acute myeloid leukemia"
"survival","myeloma (cancer)","Survival times of patients with multiple myeloma"
"survival","nafld1 (nafld)","Non-alcoholic fatty liver disease"
"survival","nafld2 (nafld)","Non-alcoholic fatty liver disease"
"survival","nafld3 (nafld)","Non-alcoholic fatty liver disease"
"survival","nwtco","Data from the National Wilm's Tumor Study"
"survival","ovarian (cancer)","Ovarian Cancer Survival Data"
"survival","pbc","Mayo Clinic Primary Biliary Cholangitis Data"
"survival","pbcseq (pbc)","Mayo Clinic Primary Biliary Cirrhosis, sequential data"
"survival","rats (cancer)","Rat treatment data from Mantel et al"
"survival","rats2 (cancer)","Rat data from Gail et al."
"survival","retinopathy","Diabetic Retinopathy"
"survival","rhDNase","rhDNASE data set"
"survival","rotterdam (cancer)","Breast cancer data set used in Royston and Altman (2013)"
"survival","solder","Data from a soldering experiment"
"survival","stanford2 (heart)","More Stanford Heart Transplant data"
"survival","survexp.mn (survexp)","Census Data Sets for the Expected Survival and Person Years Functions"
"survival","survexp.us (survexp)","Census Data Sets for the Expected Survival and Person Years Functions"
"survival","survexp.usr (survexp)","Census Data Sets for the Expected Survival and Person Years Functions"
"survival","tobin","Tobin's Tobit data"
"survival","transplant","Liver transplant waiting list"
"survival","turbine (reliability)","Reliability data sets"
"survival","udca","Data from a trial of usrodeoxycholic acid"
"survival","udca1 (udca)","Data from a trial of usrodeoxycholic acid"
"survival","udca2 (udca)","Data from a trial of usrodeoxycholic acid"
"survival","uspop2 (survexp)","Projected US Population"
"survival","valveSeat (reliability)","Reliability data sets"
"survival","veteran (cancer)","Veterans' Administration Lung Cancer study"
"TH.data","GBSG2","German Breast Cancer Study Group 2"
"TH.data","GlaucomaM","Glaucoma Database"
"TH.data","Westbc","Breast Cancer Gene Expression"
"TH.data","birds","Habitat Suitability for Breeding Bird Communities"
"TH.data","bodyfat","Prediction of Body Fat by Skinfold Thickness, Circumferences, and Bone Breadths"
"TH.data","geyser","Old Faithful Geyser Data"
"TH.data","mammoexp","Mammography Experience Study"
"TH.data","mn6.9","I.Q. and attitude towards science"
"TH.data","sphase","S-phase Fraction of Tumor Cells"
"TH.data","wpbc","Wisconsin Prognostic Breast Cancer Data"
"threejs","LeMis","Les Miserables Character Coappearance Data"
"threejs","ego","Facebook social circles"
"threejs","flights","Global flight example data from Callum Prentice."
"tidyr","billboard","Song rankings for Billboard top 100 in the year 2000"
"tidyr","cms_patient_care","Data from the Centers for Medicare & Medicaid Services"
"tidyr","cms_patient_experience","Data from the Centers for Medicare & Medicaid Services"
"tidyr","construction","Completed construction in the US in 2018"
"tidyr","fish_encounters","Fish encounters"
"tidyr","household","Household data"
"tidyr","population","World Health Organization TB data"
"tidyr","relig_income","Pew religion and income survey"
"tidyr","smiths","Some data about the Smith family"
"tidyr","table1","Example tabular representations"
"tidyr","table2","Example tabular representations"
"tidyr","table3","Example tabular representations"
"tidyr","table4a","Example tabular representations"
"tidyr","table4b","Example tabular representations"
"tidyr","table5","Example tabular representations"
"tidyr","us_rent_income","US rent and income data"
"tidyr","who","World Health Organization TB data"
"tidyr","who2","World Health Organization TB data"
"tidyr","world_bank_pop","Population data from the World Bank"
"tm","acq","50 Exemplary News Articles from the Reuters-21578 Data Set of Topic acq"
"tm","crude","20 Exemplary News Articles from the Reuters-21578 Data Set of Topic crude"
"TTR","ttrc","Technical Trading Rule Composite data"
"tune","ames_grid_search (example_ames_knn)","Example Analysis of Ames Housing Data"
"tune","ames_iter_search (example_ames_knn)","Example Analysis of Ames Housing Data"
"tune","ames_wflow (example_ames_knn)","Example Analysis of Ames Housing Data"
"usmap","citypop","Most populous city in each state (2010)"
"usmap","countypop","Population estimates (2022), county level"
"usmap","countypov","Poverty percentage estimates (2021), county level"
"usmap","earthquakes","Earthquakes (2019)"
"usmap","statepop","Population estimates (2022), state level"
"usmap","statepov","Poverty percentage estimates (2021), state level"
"usmap","usrivers","US Major Rivers (2010)"
"vcd","Arthritis","Arthritis Treatment Data"
"vcd","Baseball","Baseball Data"
"vcd","BrokenMarriage","Broken Marriage Data"
"vcd","Bundesliga","Ergebnisse der Fussball-Bundesliga"
"vcd","Bundestag2005","Votes in German Bundestag Election 2005"
"vcd","Butterfly","Butterfly Species in Malaya"
"vcd","CoalMiners","Breathlessness and Wheeze in Coal Miners"
"vcd","DanishWelfare","Danish Welfare Study Data"
"vcd","Employment","Employment Status"
"vcd","Federalist","'May' in Federalist Papers"
