"","Id","AgeReviewer","GenderReviewer","RevRating","RevType","RevLen","WordCount","AvgWordLen","SentiG2","SentiG3","SentiGPol","SentiGSub","SentiR2","SentiR3","SentiRPol","App","AppCat","nReviews","nInstalls","ContRating","lRevLen","AppRating"
"1867",3479,NA,NA,4.31,"Short",3,3,4.18320602228333,"Negative","Negative",0.027004235606784,0.274615561229442,"Negative","Neutral",-0.31836604667235,"Cooking Fever","GAME",129885,"100000000+","Mature",1.38629436111989,4.45
"2212",189,NA,NA,4.33,"Short",88,13,3.242382062175,"Negative","Negative",0.0209585990417281,0.450628731597281,"Negative","Negative",-0.309957393504229,"Color by Number Draw Sandbox Pixel Art","FAMILY",509,"1000000+","Teen",4.48863636973214,4.35
"277",4105,NA,NA,4.5,"Short",61,10,3.12591614495738,"Positive","Neutral",0.364695747637201,0.537958399561688,"Positive","Neutral",-0.813223830955686,"Equestria Girls","FAMILY",217870,"10000000+","Teen",4.12713438504509,4.51
"2488",2159,NA,NA,4.62,"Short",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Grim Soul Dark Fantasy Survival","GAME",27480,"5000000+","Everyone",NA,4.61
"2109",5651,NA,NA,4.37,"Long",162,27,3.05093354888205,"Negative","Negative",0.0507453106698629,0.550666121455771,"Positive","Neutral",-0.173608745261719,"Barbie?Fashion Closet","GAME",1522191,"10000000+","Teen",5.09375020080676,4.51
"2251",3330,NA,NA,4.57,"Short",55,9,3.46659698038182,"Positive","Neutral",-0.182702094343514,0.583355759180973,"Positive","Neutral",0.343073236850256,"ACE Elite","FINANCE",78460,"100000+","Teen",4.02535169073515,4.63
"2534",2172,NA,NA,4.34,"Short",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Dino War Rise of Beasts","GAME",24778,"1000000+","Everyone",NA,4.75
"1078",777,NA,NA,4.25,"Short",91,12,3.39202608754211,"Negative","Negative",0.114061141817217,0.564369324891362,"Negative","Negative",-0.553140778937318,"Bad Piggies","FAMILY",4145,"50000000+","Mature",4.52178857704904,4.56
"1462",5922,NA,NA,4.44,"Long",195,27,3.41805025021026,"Positive","Neutral",0.791473583319415,0.4352173694289,"Positive","Positive",0.197489765377686,"A Mobile","FINANCE",2090289,"10000+","Mature",5.27811465923052,4.54
"204",4559,NA,NA,4.2,"Long",118,18,3.10971915700339,"Positive","Neutral",-0.27111260770811,0.466504566066723,"Positive","Neutral",-0.000473042415083712,"Disney Magic Kingdoms Build Your Own Magical Park","FAMILY",361042,"10000000+","Teen",4.77912349311153,4.61
"1530",2826,NA,NA,4.11,"Long",363,52,2.96395896964658,"Negative","Negative",-0.146641552017639,0.512374206463575,"Negative","Neutral",-0.711650391397279,"Clash Royale","FAMILY",74776,"100000000+","Mature",5.89715386763674,4.47
"89",1634,NA,NA,4.38,"Short",57,9,3.5753630976,"Negative","Negative",0.0975943791724523,0.533681384109641,"Negative","Negative",-0.211890399901307,"Helix Jump","GAME",16911,"100000000+","Teen",4.06044301054642,4.37
"1099",5367,NA,NA,4.4,"Short",39,10,3.52831748351186,"Negative","Neutral",0.787253532534138,0.376738403304279,"Positive","Positive",0.900858452306048,"Block Puzzle","GAME",935433,"5000000+","Teen",3.68887945411394,4.8
"312",458,NA,NA,4.61,"Long",74,16,3.21657356644783,"Negative","Negative",-0.0126661264158496,0.324896171995842,"Negative","Negative",-0.326890806637273,"ETRADE Mobile","FINANCE",1525,"1000000+","Mature",4.31748811353631,4.75
"567",2199,NA,NA,4.5,"Long",104,15,3.42590326580408,"Negative","Negative",0.0291404119287134,0.498993826518982,"Negative","Negative",0.327491027959666,"Flip the Gun Simulator Game","GAME",28411,"10000000+","Teen",4.65396035015752,4.7
"935",1889,NA,NA,4.47,"Long",140,20,3.32043679066667,"Negative","Negative",0.181027800176268,0.53035371479103,"Negative","Neutral",-0.391937687579652,"FateGrand Order English","GAME",18459,"500000+","Everyone",4.94875989037817,4.39
"698",961,NA,NA,4.24,"Short",28,6,3.85699869285106,"Negative","Negative",-0.585972819185898,0.337311002659303,"Negative","Negative",-0.620219949626615,"Fuzzy Seasons Animal Forest","FAMILY",4774,"100000+","Mature",3.36729582998647,4.42
"2018",2608,NA,NA,4.29,"Long",124,18,3.29629065909688,"Negative","Neutral",-0.239277442795818,0.496689704821087,"Negative","Neutral",-0.821214162716321,"Four In A Line","GAME",41270,"1000000+","Teen",4.8283137373023,4.62
"2089",227,NA,NA,4.41,"Long",125,22,3.05188798575775,"Negative","Neutral",0.574246183442388,0.746894253229027,"Negative","Negative",-0.444448302547172,"Color by Number Draw Sandbox Pixel Art","FAMILY",656,"1000000+","Mature",4.83628190695148,4.35
"2334",2803,NA,NA,4.4,"Long",294,38,3.25274258093115,"Negative","Negative",0.0491435710188999,0.487996033120662,"Negative","Neutral",-0.435098424926642,"Clash Royale","FAMILY",72275,"100000000+","Mature",5.68697535633982,4.47
"1561",369,NA,NA,4.51,"Short",71,13,3.40163266905058,"Negative","Negative",0.136579785358939,0.461525829464919,"Negative","Negative",-0.465280250830006,"Battlelands Royale","GAME",1294,"1000000+","Mature",4.27666611901606,4.61
"724",914,NA,NA,4.63,"Long",222,34,2.96581316743842,"Negative","Negative",-0.086340862877646,0.600466087515448,"Negative","Negative",-0.335234264163078,"Guns of Glory","GAME",4879,"10000000+","Mature",5.40717177146012,4.73
"1858",1771,NA,NA,4.45,"Long",240,36,3.2022597746996,"Negative","Negative",-0.0535298792070354,0.531000076525305,"Negative","Negative",-0.113916345076149,"Citizens Bank Mobile Banking","FINANCE",15695,"1000000+","Teen",5.48479693349065,4.52
"428",2263,NA,NA,4.29,"Long",140,19,3.2822871401,"Positive","Neutral",0.0316625518015275,0.650376102369496,"Negative","Neutral",-0.174847067245955,"Fresh EBT Food Stamp Balance","FINANCE",27313,"1000000+","Mature",4.94875989037817,4.45
"2459",2917,NA,NA,4.53,"Long",130,16,3.42281529045424,"Negative","Negative",-0.38060006477461,0.460414349846879,"Negative","Neutral",-0.0336254361997962,"BBWCupid BBW Dating App","DATING",46452,"50000+","Everyone 10+",4.87519732320115,4.66
"1213",3907,NA,NA,4.3,"Long",252,35,3.20767404598261,"Negative","Negative",0.316377965160349,0.70252919712054,"Negative","Neutral",0.0181783320525171,"A Call From Santa Claus","FAMILY",142715,"1000000+","Teen",5.53338948872752,4.6
"1875",5824,NA,NA,4.63,"Short",44,7,3.25690247843636,"Positive","Positive",0.461716681416022,0.742184606537101,"Positive","Positive",0.329262896910827,"Educational Games for Kids","FAMILY",1861499,"1000000+","Teen",3.80666248977032,4.61
"828",5621,NA,NA,4.19,"Short",42,7,3.57610689112381,"Positive","Positive",-0.138816681916191,0.689687372188249,"Positive","Positive",0.785268329644059,"Free Dating App Flirt Chat Cheers","DATING",1137404,"10000+","Everyone 10+",3.76120011569356,4.61
"2431",2572,NA,NA,4.53,"Short",49,7,3.58521736418367,"Positive","Neutral",-0.275250348809462,0.695503950773307,"Negative","Neutral",0.116899896006907,"Gay Sugar Daddy Dating Hookup ?Sudy Gay","DATING",35183,"100000+","Everyone 10+",3.91202300542815,4.44
"1292",3517,NA,NA,4.24,"Short",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Associated Credit Union Mobile","FINANCE",95351,"50000+","Mature",NA,4.35
"766",3096,NA,NA,4.37,"Long",140,19,3.03858002575313,"Negative","Negative",0.10037768214868,0.335697052189448,"Negative","Neutral",0.0185041199218,"Hily Dating Chat Match Meet Hook up","DATING",62075,"100000+","Everyone 10+",4.94875989037817,4.7
"1229",2786,NA,NA,4.17,"Short",59,11,3.42690448220563,"Negative","Negative",-0.0384645883136352,0.36043741210119,"Negative","Neutral",0.122110736814662,"Doctor Pets","FAMILY",50037,"1000000+","Mature",4.0943445622221,4.52
"1843",6018,NA,NA,4.08,"Long",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"FINAL FANTASY BRAVE EXVIUS","GAME",3726569,"5000000+","Everyone",NA,4.45
"2001",1752,NA,NA,4.37,"Long",131,21,3.28079990075168,"Negative","Neutral",0.503232471939487,0.726968317243521,"Negative","Negative",-0.0120083205071523,"Bubble Shooter","GAME",17177,"10000000+","Teen",4.88280192258637,4.68
"2423",2524,NA,NA,4.64,"Short",27,6,3.75237398816842,"Negative","Negative",0.173485020664501,0.390420147403132,"Negative","Neutral",-0.329309276974461,"BBW Dating Curvy Singles Chat LargeFriends","DATING",29568,"10000+","Everyone 10+",3.3322045101752,4.72
"1295",6576,NA,NA,4.45,"Short",17,3,4.65054611418824,"Positive","Positive",-0.910538999652297,0.682766744474381,"Positive","Positive",0.459522049741333,"Farm Fruit Pop Party Time","GAME",29582033,"1000000+","Teen",2.89037175789616,4.48
"1076",2491,NA,NA,4.44,"Short",20,5,4.2398825846973,"Negative","Neutral",0.0159300571044008,0.46033024732877,"Negative","Neutral",0.473042727132071,"Expense IQ Money Manager","FINANCE",35565,"1000000+","Teen",3.04452243772342,4.75
"1128",4423,NA,NA,4.46,"Short",32,6,3.5854059907625,"Positive","Neutral",0.0475880027980045,0.394741890417853,"Positive","Neutral",0.0797549956053157,"Crossy Road","GAME",348909,"100000000+","Teen",3.49650756146648,4.54
"1601",6007,NA,NA,4.38,"Short",44,7,3.48451950907273,"Positive","Positive",-0.175875299915054,0.653222723841535,"Positive","Positive",0.103940237357041,"Herpes Dating 1000K Singles","DATING",2578792,"10000+","Everyone 10+",3.80666248977032,4.63
"507",244,NA,NA,4.23,"Short",83,11,3.5837666402747,"Positive","Positive",0.031217953635751,0.592700575097928,"Negative","Negative",0.00960621672849926,"H TV","FAMILY",788,"5000000+","Mature",4.43081679884331,4.45
"2526",1890,NA,NA,4.34,"Long",206,26,3.2193960191802,"Negative","Negative",0.81718188522519,0.558787688803806,"Negative","Negative",-0.249693111583003,"FateGrand Order English","GAME",18470,"500000+","Everyone",5.33271879326537,4.39
"2035",3868,NA,NA,4.31,"Short",78,13,3.16048980381538,"Positive","Positive",-0.043447715498782,0.582447610167137,"Positive","Neutral",-0.512675336198912,"Checkers вп","FAMILY",136410,"1000000+","Teen",4.36944785246702,4.36
"2105",5384,NA,NA,4.61,"Short",109,14,3.6237414476,"Positive","Positive",0.108907553252383,0.531683985461388,"Positive","Positive",0.374650293982397,"Block Puzzle","GAME",960004,"5000000+","Mature",4.70048036579242,4.8
"1871",4301,NA,NA,4.46,"Short",53,6,4.40566445025283,"Positive","Neutral",0.00760068569765478,0.236664773814455,"Positive","Neutral",0.269220318288853,"Extreme Racing 2 Real driving RC cars game","FAMILY",220676,"500000+","Teen",3.98898404656427,4.52
"278",5197,NA,NA,4.27,"Long",111,15,3.35317511665085,"Negative","Neutral",0.0165805005445292,0.398102989601831,"Positive","Neutral",0.0659291812321855,"Angry Birds Classic","GAME",933113,"100000000+","Mature",4.71849887129509,4.5
"2206",87,NA,NA,4.34,"Short",48,9,3.68898525247213,"Negative","Negative",-0.357424017025458,0.551269350021018,"Negative","Negative",-0.09637505184542,"Hello Stars","GAME",217,"10000000+","Mature",3.89182029811063,4.71
"2023",4802,NA,NA,4.35,"Long",129,18,3.39018975814884,"Positive","Positive",0.103378448334307,0.654126574560143,"Positive","Positive",-0.0104866273369672,"ABCmousecom","FAMILY",435953,"5000000+","Mature",4.86753445045558,4.85
"1825",1949,NA,NA,4.26,"Long",415,57,3.29610470264578,"Positive","Neutral",-0.0975526791931307,0.614966764452231,"Negative","Neutral",0.612875062904528,"Gems or jewels ","GAME",21967,"10000000+","Everyone",6.03068526026126,4.76
"1373",4075,NA,NA,4.58,"Long",506,68,3.00876916842372,"Positive","Neutral",-0.0218226224644346,0.612092065722063,"Positive","Neutral",0.362345012328735,"Angry Birds 2","FAMILY",236896,"100000000+","Teen",6.22851100359118,4.53
"2560",3312,NA,NA,4.46,"Long",520,69,3.17229777895185,"Negative","Neutral",0.0165751496803934,0.573580286501108,"Negative","Neutral",-0.179989151114906,"Fallout Shelter","GAME",108163,"10000000+","Everyone",6.25575004175337,4.28
"1752",1887,NA,NA,4.55,"Long",91,16,3.23738409741905,"Negative","Negative",0.00212258933385249,0.487007100330969,"Negative","Negative",-0.596716484708383,"FateGrand Order English","GAME",18421,"500000+","Everyone",4.52178857704904,4.39
"736",2363,NA,NA,4.45,"Short",33,5,3.8974824988303,"Positive","Positive",0.0107680629841616,0.618201137288673,"Positive","Neutral",-0.628731459615142,"BLK Swipe Match Chat","DATING",27352,"100000+","Everyone 10+",3.52636052461616,4.55
"905",1215,NA,NA,4.4,"Short",50,6,3.7652966776,"Negative","Negative",-0.391041767051346,0.321567477709888,"Negative","Negative",0.184791046753728,"Call of DutyBlack Ops Zombies","GAME",7475,"100000+","Everyone",3.93182563272433,4.46
"717",2833,NA,NA,4.41,"Long",472,79,2.92658310412649,"Negative","Negative",0.357109899241996,0.578160289147046,"Negative","Neutral",-0.0390492644595183,"Clash Royale","FAMILY",75004,"100000000+","Mature",6.15909538849193,4.47
"629",6123,NA,NA,4.33,"Short",78,10,3.5445719745641,"Positive","Positive",-0.132991623210462,0.641020439405498,"Positive","Positive",0.27244240611491,"Farm Heroes Saga","GAME",5335907,"100000000+","Teen",4.36944785246702,4.38
"902",2477,NA,NA,4.29,"Long",180,29,3.06192791457805,"Negative","Negative",-0.219480379560312,0.757214952641143,"Negative","Negative",-0.143428089204825,"GUNSHIP BATTLE Helicopter 3D","GAME",44076,"50000000+","Everyone",5.19849703126583,4.71
"1809",6040,NA,NA,4.31,"Short",86,12,3.28066035397209,"Positive","Positive",0.337653448692569,0.586861418585322,"Positive","Positive",-0.102859508464915,"FINAL FANTASY BRAVE EXVIUS","GAME",3855195,"5000000+","Everyone",4.46590811865458,4.45
"2399",3571,NA,NA,4.32,"Long",163,25,3.27759833561718,"Positive","Positive",0.225872442749918,0.770739818745753,"Positive","Neutral",0.0816755925079845,"2RedBeans","DATING",90704,"10000+","Everyone 10+",5.0998664278242,4.61
"1342",6172,NA,NA,4.74,"Short",65,8,3.89773109332857,"Negative","Neutral",0.143547821268723,0.438494398932851,"Positive","Positive",-0.27059830632694,"Farm Heroes Saga","GAME",6006612,"100000000+","Teen",4.18965474202643,4.38
"1190",4850,NA,NA,4.51,"Short",65,10,3.31646120087692,"Positive","Neutral",-0.161315405124136,0.355209200404236,"Positive","Neutral",0.0105784221902655,"Altos Adventure","GAME",524772,"10000000+","Teen",4.18965474202643,4.63
"2310",4624,NA,NA,4.12,"Short",19,2,5.4141227264,"Negative","Negative",-0.297226753060511,0.219512527319956,"Positive","Neutral",-0.052367856038478,"Dog Run Pet Dog Simulator","GAME",354184,"10000000+","Teen",2.99573227355399,4.52
"1559",956,NA,NA,4.37,"Short",62,10,3.69206901987302,"Negative","Negative",-0.0564230386627777,0.480102411662781,"Negative","Negative",-0.14694518112502,"Fuzzy Seasons Animal Forest","FAMILY",4710,"100000+","Mature",4.14313472639153,4.42
"1371",3871,NA,NA,4.32,"Long",165,27,3.12532823489032,"Negative","Negative",0.304347535778358,0.592957943210174,"Negative","Neutral",0.163226762953763,"Hello Kitty Nail Salon","GAME",172640,"50000000+","Teen",5.11198778835654,4.53
"1003",5780,NA,NA,4.35,"Short",66,11,3.49460452036923,"Negative","Neutral",0.702003527764004,0.476900163552649,"Positive","Positive",-0.516941347298823,"Barclays US for Android","FINANCE",1737572,"1000000+","Teen",4.20469261939097,4.73
"66",4239,NA,NA,4.38,"Short",53,9,3.50350796241132,"Positive","Positive",-0.115151005775855,0.532396682914465,"Positive","Neutral",0.151755951464865,"Dude Perfect 2","GAME",255457,"10000000+","Teen",3.98898404656427,4.72
"1059",3936,NA,NA,4.52,"Short",35,5,4.18511517386667,"Negative","Negative",-0.210349643530133,0.497069020990711,"Negative","Neutral",0.0926850310545713,"A Call From Santa Claus","FAMILY",146256,"1000000+","Teen",3.58351893845611,4.6
"1931",262,NA,NA,4.42,"Long",98,15,3.06999486742857,"Positive","Positive",0.110985757670393,0.592887276358064,"Positive","Neutral",-0.0305998809367093,"H TV","FAMILY",869,"5000000+","Teen",4.59511985013459,4.45
"1819",1477,NA,NA,4.29,"Short",63,10,3.63211462436623,"Negative","Negative",0.0989858779144781,0.425471303600112,"Negative","Negative",-0.0387405872038321,"DINO HUNTER DEADLY SHORES","GAME",13356,"10000000+","Everyone",4.15888308335967,4.54
"981",6270,NA,NA,4.4,"Long",97,16,3.31356484915876,"Positive","Positive",-0.156938106110337,0.543962344552698,"Positive","Positive",0.442326713273029,"Choices Stories You Play","FAMILY",7100301,"10000000+","Everyone",4.58496747867057,4.43
"2434",656,NA,NA,4.46,"Short",57,8,3.25324339128182,"Negative","Negative",0.541060538338457,0.417012992209371,"Negative","Negative",-0.332715381326794,"Free Dating Hook Up Messenger","DATING",2300,"100000+","Everyone 10+",4.06044301054642,4.58
"1227",4215,NA,NA,4.45,"Long",322,46,3.11880774819379,"Positive","Neutral",0.272337091610552,0.626771627058286,"Positive","Neutral",-0.0139831471467715,"Dude Perfect 2","GAME",248867,"10000000+","Teen",5.77765232322266,4.72
"1997",3974,NA,NA,4.25,"Short",76,9,3.8569070433039,"Negative","Neutral",0.107357804777802,0.388796550222905,"Positive","Neutral",0.364320587872612,"Betterment","FINANCE",152882,"100000+","Teen",4.34380542185368,4.6
"527",5204,NA,NA,4.54,"Long",70,16,3.24720941227727,"Negative","Neutral",-0.293324451987257,0.538682468073741,"Positive","Neutral",-0.025500698953772,"Angry Birds Classic","GAME",939227,"100000000+","Mature",4.26267987704132,4.5
"1979",2054,NA,NA,4.47,"Short",50,10,3.77833622754286,"Negative","Negative",0.248337304560028,0.74417994546911,"Negative","Neutral",-0.911309774241883,"Comptia A 220901 220902","FAMILY",17530,"10000+","Teen",3.93182563272433,4.55
"2149",3410,NA,NA,4.51,"Long",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Cooking Fever","GAME",121274,"100000000+","Teen",NA,4.45
"1960",270,NA,NA,4.37,"Long",360,60,2.92206751982667,"Negative","Negative",0.792482888164261,0.56638000130335,"Negative","Negative",-0.614065735750461,"H TV","FAMILY",878,"5000000+","Teen",5.88887795833288,4.45
"1416",1605,NA,NA,4.43,"Long",431,73,2.89809035725167,"Negative","Negative",0.0544499853249805,0.590324719659624,"Negative","Negative",-0.127731108086928,"Helix Jump","GAME",16199,"100000000+","Teen",6.06842558824411,4.37
"450",3067,NA,NA,4.21,"Long",92,18,3.16593313498571,"Negative","Neutral",-0.249825486517897,0.489832731980964,"Negative","Neutral",-0.171319178510271,"Credit Sesame","FINANCE",67723,"1000000+","Teen",4.53259949315326,4.71
"2349",353,NA,NA,4.48,"Short",69,11,3.26936837926486,"Negative","Negative",-0.0105873391667352,0.439183241266626,"Negative","Negative",-0.16160538007704,"Battlelands Royale","GAME",1226,"1000000+","Mature",4.24849524204936,4.61
"1300",5250,NA,NA,4.59,"Short",37,6,3.85976725374054,"Positive","Positive",0.0651828493805873,0.486212587846548,"Positive","Positive",0.653768541318755,"Angry Birds Classic","GAME",1000554,"100000000+","Teen",3.63758615972639,4.5
"519",952,NA,NA,4.5,"Short",80,9,3.49037942941936,"Negative","Negative",-0.747993190649204,0.436656777112862,"Negative","Negative",0.303220003076486,"Ecobank Mobile Banking","FINANCE",4682,"1000000+","Mature",4.39444915467244,4.38
"1193",3246,NA,NA,4.47,"Short",79,13,3.40265384766154,"Negative","Negative",0.400933347765668,0.703096667111383,"Negative","Neutral",-0.0781642066396815,"CreditWise from Capital One","FINANCE",80267,"1000000+","Teen",4.38202663467388,4.32
"617",1127,NA,NA,4.22,"Long",121,18,3.28171822102857,"Negative","Neutral",0.140729623288417,0.497436761387362,"Negative","Negative",0.342217581301793,"Candy Pop Story","FAMILY",6468,"1000000+","Mature",4.80402104473326,4.62
"1566",349,NA,NA,4.55,"Short",96,10,3.4084049338,"Negative","Negative",-0.0845896261948038,0.418282742994716,"Negative","Negative",-1,"Battlelands Royale","GAME",1213,"1000000+","Mature",4.57471097850338,4.61
"2292",4620,NA,NA,4.27,"Long",422,88,2.76532971852914,"Negative","Neutral",-0.0998090287922416,0.647402275952353,"Positive","Neutral",0.311565692912794,"Dog Run Pet Dog Simulator","GAME",351515,"10000000+","Teen",6.04737217904628,4.52
"784",1880,NA,NA,4.39,"Short",133,13,4.03067959027107,"Negative","Negative",0.251610710971491,0.261353888153741,"Negative","Negative",-0.519929985409649,"Cougar Dating Life Date Older Women Sugar Mummy","DATING",16196,"500000+","Everyone 10+",4.89783979995091,4.33
"1620",6189,NA,NA,4.36,"Short",36,6,3.50869924193333,"Positive","Positive",0.679371967493156,0.474773238237082,"Positive","Positive",-0.423973703697719,"Hinge Dating Relationships","DATING",4509067,"500000+","Everyone 10+",3.61091791264422,4.58
"614",1036,NA,NA,4.15,"Short",35,6,3.80658591905714,"Positive","Neutral",0.240604966525337,0.701832690937554,"Negative","Negative",0.607281500875261,"Coloring Learn","FAMILY",5444,"5000000+","Mature",3.58351893845611,4.77
"1934",4327,NA,NA,4.35,"Long",183,32,2.77383412384368,"Negative","Negative",0.51685251821358,0.590683407226096,"Positive","Neutral",0.432006615945861,"Candy Bomb","GAME",252826,"10000000+","Mature",5.21493575760899,4.61
"911",3597,NA,NA,4.36,"Long",236,39,3.19518517206774,"Negative","Neutral",0.108468353326872,0.667443565130371,"Positive","Neutral",-0.0380965595045751,"DRAGON BALL LEGENDS","GAME",131289,"5000000+","Everyone",5.46806014113513,4.64
"1526",1827,NA,NA,4.52,"Short",20,4,4.31605353180645,"Negative","Negative",-0.623003923940481,0.590241795120344,"Negative","Negative",-0.431713631339823,"Frozen Free Fall","FAMILY",21235,"50000000+","Teen",3.04452243772342,4.41
"667",2816,NA,NA,4.41,"Long",220,39,3.06945735167273,"Positive","Neutral",0.502649756911335,0.560248722809642,"Negative","Neutral",-0.585027223785829,"Clash Royale","FAMILY",73572,"100000000+","Mature",5.39816270151775,4.47
"1021",4180,NA,NA,4.31,"Long",162,27,3.05283629409944,"Negative","Negative",0.303129371053269,0.458194111280762,"Positive","Neutral",-0.0207550313767987,"Dude Perfect 2","GAME",238183,"10000000+","Teen",5.09375020080676,4.72
"2430",1258,NA,NA,4.57,"Short",25,4,3.91858156535789,"Negative","Negative",-0.41451133303023,0.351323069209277,"Negative","Negative",-0.0907109959902378,"Dating for 50 plus Mature Singles ?FINALLY","DATING",7959,"500000+","Everyone 10+",3.25809653802148,4.48
"758",3089,NA,NA,4.37,"Short",46,7,3.65527449794783,"Positive","Positive",-0.230368314303156,0.659778740558024,"Positive","Neutral",-0.671455617855143,"Hily Dating Chat Match Meet Hook up","DATING",61752,"100000+","Everyone 10+",3.85014760171006,4.7
"292",5879,NA,NA,4.45,"Short",49,6,3.70364873667347,"Positive","Positive",0.230341404931791,0.597000067867231,"Positive","Positive",0.366581948951133,"A Mobile","FINANCE",1904958,"10000+","Mature",3.91202300542815,4.54
"326",3363,NA,NA,4.32,"Short",19,4,4.67358138442857,"Negative","Negative",-0.342604577439581,0.295662318219072,"Negative","Neutral",-0.0584918339704389,"Dominos Game вп","FAMILY",81193,"1000000+","Teen",2.99573227355399,4.54
"956",2482,NA,NA,4.57,"Long",324,49,2.99677899157531,"Positive","Neutral",0.186921956884446,0.528897760207544,"Negative","Neutral",-0.399768977803095,"GUNSHIP BATTLE Helicopter 3D","GAME",44130,"50000000+","Everyone",5.78382518232974,4.71
"1713",659,NA,NA,4.38,"Short",43,9,3.388260011075,"Negative","Negative",-0.25018889123346,0.467657112150722,"Negative","Negative",0.268470704201052,"Free Dating Hook Up Messenger","DATING",2305,"100000+","Everyone 10+",3.78418963391826,4.58
"918",5100,NA,NA,4.3,"Long",139,20,3.16458636916115,"Positive","Positive",0.0296685670733207,0.546431221192234,"Positive","Positive",0.277984689625189,"Garena Free Fire","GAME",844447,"100000000+","Everyone",4.9416424226093,4.63
"1436",4148,NA,NA,4.54,"Long",145,19,3.5296141708069,"Positive","Neutral",0.459968488432094,0.490483896459288,"Positive","Neutral",0.514106276336199,"Find a Way Addictive Puzzle","FAMILY",203260,"500000+","Teen",4.98360662170834,4.37
"1949",4150,NA,NA,4.24,"Long",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Find a Way Addictive Puzzle","FAMILY",203413,"500000+","Teen",NA,4.37
"1794",2069,NA,NA,4.32,"Long",229,28,3.1730781023128,"Negative","Negative",0.0193881073739813,0.537064941746446,"Negative","Negative",-0.138748183193647,"Akinator","FAMILY",28166,"50000000+","Everyone",5.4380793089232,4.44
"1297",4242,NA,NA,4.28,"Short",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Dude Perfect 2","GAME",255993,"10000000+","Teen",NA,4.72
"2432",1983,NA,NA,4.19,"Short",29,6,3.91590684579091,"Negative","Neutral",-0.810986380968057,0.450652696409748,"Positive","Neutral",-0.185297008947928,"Free Dating App Flirt Chat Match with Singles","DATING",22843,"5000000+","Everyone 10+",3.40119738166216,4.34
"879",1460,NA,NA,4.27,"Short",60,8,3.62386352584348,"Negative","Negative",-0.767202681636948,0.435073943170355,"Negative","Negative",-0.515974613621213,"DINO HUNTER DEADLY SHORES","GAME",13061,"10000000+","Everyone",4.11087386417331,4.54
"958",5146,NA,NA,4.41,"Short",22,2,6.4228859264,"Negative","Negative",0.359682297030947,0.454627973912355,"Positive","Neutral",0.122922390393909,"Garena Free Fire","GAME",884493,"100000000+","Everyone",3.13549421592915,4.63
"464",1915,NA,NA,4.39,"Short",41,12,3.14385790387586,"Negative","Neutral",-0.15187507345941,0.510142228632762,"Negative","Neutral",-0.0373864110834691,"Block Puzzle Classic Legend ","GAME",18926,"5000000+","Mature",3.73766961828337,4.61
"673",962,NA,NA,4.42,"Short",37,7,3.46744084113333,"Negative","Negative",0.450302018276377,0.510823367991101,"Negative","Negative",0.348583777441918,"Fuzzy Seasons Animal Forest","FAMILY",4781,"100000+","Mature",3.63758615972639,4.42
"1050",4181,NA,NA,4.53,"Long",220,30,3.25029823590909,"Positive","Neutral",-0.299662958747684,0.687506562376125,"Positive","Neutral",0.0504813964201979,"Dude Perfect 2","GAME",238383,"10000000+","Mature",5.39816270151775,4.72
"2405",1854,NA,NA,4.42,"Short",58,10,3.28047543732308,"Negative","Negative",-0.373787073369808,0.569787082185232,"Negative","Neutral",-0.265661737516956,"Cougar Dating Life Date Older Women Sugar Mummy","DATING",15774,"500000+","Everyone 10+",4.07753744390572,4.33
"1360",4124,NA,NA,4.57,"Short",82,11,3.65466200304444,"Negative","Negative",0.0876658911291556,0.442979593846203,"Positive","Neutral",-0.0441550498398889,"Equestria Girls","FAMILY",221328,"10000000+","Mature",4.4188406077966,4.51
"147",4963,NA,NA,4.55,"Short",60,6,3.64051516805,"Negative","Negative",-0.233699320050305,0.539096106326387,"Negative","Neutral",0.233339745356684,"Hello Kitty Lunchbox","FAMILY",545282,"5000000+","Mature",4.11087386417331,4.62
"431",790,NA,NA,4.38,"Long",83,15,3.40316567920971,"Negative","Negative",0.694326988533606,0.550398232581247,"Negative","Negative",-0.385383989805109,"Bad Piggies","FAMILY",4248,"50000000+","Mature",4.43081679884331,4.56
"683",346,NA,NA,4.56,"Short",53,12,3.25731898789855,"Negative","Negative",-0.683779299045682,0.476878559588617,"Negative","Negative",-0.650605931380563,"Battlelands Royale","GAME",1200,"1000000+","Mature",3.98898404656427,4.61
"2111",4438,NA,NA,4.51,"Long",129,18,3.3779727359,"Negative","Negative",-0.368358456308912,0.598404338804284,"Positive","Neutral",-0.128089432588549,"Crossy Road","GAME",355377,"100000000+","Mature",4.86753445045558,4.54
"2063",2216,NA,NA,4.21,"Short",83,14,3.33101867195789,"Negative","Negative",-0.312998305054368,0.38290459217174,"Negative","Neutral",-0.0317095972551804,"Flip the Gun Simulator Game","GAME",28947,"10000000+","Mature",4.43081679884331,4.7
