Id,AgeReviewer,GenderReviewer,RevRating,RevType,RevLen,WordCount,AvgWordLen,SentiG2,SentiG3,SentiGPol,SentiGSub,SentiR2,SentiR3,SentiRPol,App,AppCat,nReviews,nInstalls,ContRating,lRevLen,AppRating
781,NA,NA,4.5,Short,91,12,3.372267966,Negative,Negative,0.270763417,0.483889217,Positive,Neutral,0.007479532,Citibanamex Movil,FINANCE,560210,5000000+,Mature,4.521788577,4.51
782,NA,NA,4.51,Short,16,5,3.997771363,Negative,Negative,0.070248242,0.539282634,Negative,Negative,0.010003663,Educational Games  Kids,FAMILY,2812,5000000+,Mature,2.833213344,4.52
783,NA,NA,4.18,Short,66,9,3.605729531,Positive,Positive,0.303615192,0.416360276,Positive,Neutral,0.091312762,2Date Dating App Love and matching,DATING,235124,500000+,Everyone 10+,4.204692619,4.82
784,NA,NA,4.57,Short,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Educational Games  Kids,FAMILY,2859,5000000+,Mature,NA,4.52
785,NA,NA,4.43,Long,263,37,2.977970631,Positive,Neutral,0.220909291,0.727021381,Positive,Neutral,0.37112545,Hide App Private Dating Safe Chat PrivacyHider,DATING,135232,1000000+,Teen,5.575949103,4.57
786,NA,NA,4.42,Short,35,4,4.149401793,Negative,Negative,0.682881782,0.505223436,Positive,Positive,-0.040257731,Educational Games for Kids,FAMILY,1845735,1000000+,Teen,3.583518938,4.61
787,NA,NA,4.21,Long,259,37,2.96006318,Negative,Neutral,-0.275439509,0.580421369,Positive,Positive,0.310029224,Choices Stories You Play,FAMILY,7318120,10000000+,Everyone,5.560681631,4.43
788,NA,NA,4.36,Short,81,13,3.367822786,Positive,Neutral,-0.750530408,0.742780655,Negative,Neutral,-0.305724513,Herpes Positive Singles Dating,DATING,21219,10000+,Everyone 10+,4.406719247,4.45
789,NA,NA,4.36,Long,154,21,3.012235215,Negative,Negative,-0.215519329,0.613343272,Negative,Negative,0.045168597,Akinator,FAMILY,28022,50000000+,Everyone,5.043425117,4.44
790,NA,NA,4.29,Long,178,25,3.267681144,Negative,Negative,-0.005492464,0.455533017,Negative,Negative,0.453802197,Cat Sim Online Play with Cats,FAMILY,9451,5000000+,Mature,5.187385806,4.56
791,NA,NA,4.4,Long,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Find a Way Addictive Puzzle,FAMILY,202790,500000+,Teen,NA,4.37
792,NA,NA,4.37,Short,20,4,4.18809828,Negative,Neutral,-0.328889233,0.488363438,Negative,Neutral,-0.532964927,Frozen Free Fall,FAMILY,20986,50000000+,Teen,3.044522438,4.41
793,NA,NA,4.36,Short,14,2,5.031214969,Positive,Neutral,0.004136714,0.362896885,Positive,Neutral,-0.003657703,Build a Bridge,FAMILY,84531,10000000+,Mature,2.708050201,4.52
794,NA,NA,4.34,Short,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Credit Sesame,FINANCE,66224,1000000+,Mature,NA,4.71
795,NA,NA,4.26,Short,76,13,3.517140147,Negative,Negative,-0.385585461,0.368081792,Negative,Negative,0.044455814,Bad Piggies,FAMILY,4016,50000000+,Teen,4.343805422,4.56
796,NA,NA,4.41,Long,99,15,3.107196065,Positive,Positive,0.312808766,0.518047985,Positive,Positive,-0.049773421,Digit Save Money Automatically,FINANCE,6018896,100000+,Teen,4.605170186,4.63
797,NA,NA,4.39,Short,53,4,4.243819992,Negative,Negative,0.001688081,0.306390366,Negative,Negative,-0.34500958,Hay Day,FAMILY,28,100000000+,Teen,3.988984047,4.52
798,NA,NA,4.67,Long,95,16,3.17628518,Positive,Positive,-0.476667311,0.829482574,Positive,Positive,0.036946457,Free Dating App YoCutie Flirt Chat Meet,DATING,113717881,1000000+,Everyone 10+,4.564348191,4.47
799,NA,NA,4.32,Short,114,14,3.415294709,Positive,Positive,-0.320972312,0.568146056,Positive,Positive,0.251158864,Asphalt 8 Airborne,GAME,11748668,100000000+,Everyone,4.744932128,4.35
800,NA,NA,4.12,Long,132,25,3.090020469,Negative,Negative,0.157514628,0.603718754,Negative,Negative,-0.05492679,Bubble Shooter,GAME,16928,10000000+,Mature,4.890349128,4.68
801,NA,NA,4.06,Long,355,46,3.270806235,Positive,Positive,0.011621529,0.698639427,Positive,Positive,0.495144427,ChatVideo Meet new people,DATING,1341818,5000000+,Everyone 10+,5.874930731,4.42
802,NA,NA,4.19,Long,141,20,3.28275395,Positive,Positive,-0.034856637,0.585128642,Positive,Positive,0.547361602,Hill Climb Racing,GAME,23068667,100000000+,Mature,4.955827058,4.5
803,NA,NA,4.72,Long,228,34,3.109037157,Negative,Negative,0.390512411,0.464805171,Negative,Negative,0.04149296,Baseball Boy,GAME,13868,10000000+,Teen,5.433722004,4.55
804,NA,NA,4.3,Long,575,71,3.266409452,Negative,Negative,0.012335369,0.6814722,Negative,Negative,-0.291402192,Flow Free,FAMILY,8881,100000000+,Teen,6.356107661,4.87
805,NA,NA,4.53,Long,423,51,3.184266403,Positive,Neutral,0.007387029,0.603762844,Positive,Neutral,0.125399238,Fallout Shelter,GAME,107849,10000000+,Everyone,6.049733455,4.28
806,NA,NA,4.19,Long,154,21,3.338003613,Positive,Neutral,0.173289574,0.590317569,Positive,Neutral,0.040693041,Bubble Shooter Genies,GAME,82643,5000000+,Mature,5.043425117,4.64
807,NA,NA,4.4,Long,141,21,3.263164156,Negative,Negative,0.024340408,0.469770251,Negative,Negative,-0.07244269,Avakin Life 3D virtual world,FAMILY,7221,10000000+,Everyone,4.955827058,4.41
808,NA,NA,4.44,Short,31,6,3.549664184,Negative,Negative,0.010533435,0.357471416,Negative,Negative,-0.148284329,Frozen Free Fall,FAMILY,21774,50000000+,Teen,3.465735903,4.41
809,NA,NA,4.31,Long,127,17,3.452740949,Negative,Neutral,-0.381479185,0.526392602,Positive,Positive,0.381090671,Block Puzzle,GAME,984967,5000000+,Teen,4.852030264,4.8
810,NA,NA,4.4,Short,35,5,3.666668116,Positive,Positive,-0.207633389,0.547315361,Positive,Positive,0.743566677,Farm Fruit Pop Party Time,GAME,34791661,1000000+,Mature,3.583518938,4.48
811,NA,NA,4.22,Short,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Candy Crush Jelly Saga,GAME,9466,50000000+,Teen,NA,4.56
812,NA,NA,4.45,Short,42,7,3.77519419,Negative,Negative,0.280152534,0.457979776,Negative,Neutral,0.000815076,Frozen Free Fall,FAMILY,21575,50000000+,Teen,3.761200116,4.41
813,NA,NA,4.52,Short,110,13,3.514323257,Negative,Negative,0.105894276,0.490148482,Positive,Neutral,-0.050698933,Citibanamex Movil,FINANCE,557181,5000000+,Mature,4.709530201,4.51
814,NA,NA,4.17,Long,670,83,3.110165152,Negative,Negative,-0.018459374,0.723102096,Negative,Neutral,0.177402064,Farming Simulator 18,GAME,23410,100000+,Teen,6.508769137,4.3
815,NA,NA,4.48,Short,100,14,3.008717016,Negative,Negative,0.050064392,0.337187021,Negative,Neutral,0.030148968,Candy Crush Saga,FAMILY,65347,500000000+,Mature,4.615120517,4.43
816,NA,NA,4.63,Short,6,4,4.318118252,Negative,Neutral,-0.015999369,0.353643692,Negative,Negative,0.082033101,Flow Free,FAMILY,9197,100000000+,Teen,1.945910149,4.87
817,NA,NA,4.44,Short,34,5,3.948429764,Negative,Negative,-0.378373202,0.458229052,Negative,Negative,-0.503254603,Hay Day,FAMILY,82,100000000+,Teen,3.555348061,4.52
818,NA,NA,4.33,Short,42,5,4.556510628,Negative,Negative,-0.029303278,0.202939242,Negative,Negative,-0.626893513,Hay Day,FAMILY,57,100000000+,Teen,3.761200116,4.52
819,NA,NA,4.26,Short,90,13,3.160320235,Positive,Neutral,-0.483385962,0.488557241,Positive,Positive,-0.449545393,Branch,FINANCE,1858854,1000000+,Mature,4.510859507,4.49
820,NA,NA,4.35,Short,17,3,4.944912538,Positive,Positive,0.165069095,0.561429744,Positive,Positive,-0.25198511,A Mobile,FINANCE,2120721,10000+,Teen,2.890371758,4.54
821,NA,NA,4.24,Long,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Citibanamex Movil,FINANCE,576529,5000000+,Teen,NA,4.51
822,NA,NA,4.21,Short,76,13,3.364707133,Positive,Positive,-0.223995554,0.738187293,Positive,Neutral,-0.326813307,Doctor Pets,FAMILY,49554,1000000+,Mature,4.343805422,4.52
823,NA,NA,4.43,Short,52,11,3.349690944,Negative,Negative,0.031238062,0.398557239,Negative,Neutral,-0.088508372,Grim Soul Dark Fantasy Survival,GAME,27536,5000000+,Everyone,3.970291914,4.61
824,NA,NA,4.35,Short,44,6,3.745416978,Negative,Negative,0.330487478,0.385944251,Negative,Neutral,-0.054199911,Amex Mobile,FINANCE,64616,1000000+,Teen,3.80666249,4.51
825,NA,NA,4.22,Short,62,9,3.790186843,Negative,Negative,-0.040945979,0.558821905,Negative,Negative,-0.135614923,Coloring Learn,FAMILY,5516,5000000+,Teen,4.143134726,4.77
826,NA,NA,4.36,Long,145,16,3.620690186,Negative,Negative,0.244970009,0.488517222,Negative,Neutral,0.231428852,Comptia A 220901 220902,FAMILY,17225,10000+,Teen,4.983606622,4.55
827,NA,NA,4.5,Short,60,7,3.632003162,Negative,Negative,-0.163814514,0.447082029,Negative,Negative,-0.101231651,DINO HUNTER DEADLY SHORES,GAME,13066,10000000+,Everyone,4.110873864,4.54
828,NA,NA,4.41,Long,238,42,2.931730779,Negative,Negative,-0.133336313,0.282194699,Negative,Neutral,0.645195805,BeWild Free Dating Chat App,DATING,25529,100000+,Everyone 10+,5.476463552,4.66
829,NA,NA,4.29,Short,83,11,3.167219943,Negative,Negative,-0.008424839,0.466023859,Negative,Neutral,0.240506793,Clash Royale,FAMILY,78069,100000000+,Mature,4.430816799,4.47
830,NA,NA,4.52,Short,20,4,4.184245845,Positive,Positive,0.31705024,0.581656841,Positive,Positive,-0.71698198,Free Dating App Flirt Chat Match with Singles,DATING,23071,5000000+,Everyone 10+,3.044522438,4.34
831,NA,NA,4.54,Long,132,24,3.159673234,Negative,Negative,0.065539391,0.43925973,Positive,Neutral,0.324186237,Disney Magic Kingdoms Build Your Own Magical Park,FAMILY,365655,10000000+,Teen,4.890349128,4.61
832,NA,NA,4.49,Short,66,13,3.260092951,Negative,Negative,-0.129443826,0.652586125,Negative,Neutral,0.275761146,A Word A Day,FAMILY,51915,500000+,Teen,4.204692619,4.36
833,NA,NA,4.36,Long,344,41,3.121643475,Negative,Negative,-0.023807051,0.608312344,Negative,Negative,-0.408527515,Citizens Bank Mobile Banking,FINANCE,15769,1000000+,Teen,5.843544417,4.52
834,NA,NA,4.34,Long,168,19,3.388799282,Negative,Negative,-0.138025372,0.584182709,Positive,Neutral,0.022154347,Agario,GAME,229215,100000000+,Mature,5.129898715,4.64
835,NA,NA,4.64,Long,134,25,3.000726173,Positive,Positive,-0.182452969,0.501006724,Positive,Positive,0.345684725,Barclays US for Android,FINANCE,1769204,1000000+,Mature,4.905274778,4.73
836,NA,NA,4.26,Short,26,2,5.697857649,Negative,Negative,-0.009701986,0.292893404,Negative,Neutral,0.302232787,C Programming,FAMILY,44756,1000000+,Mature,3.295836866,4.74
837,NA,NA,4.31,Short,3,3,4.183206022,Negative,Negative,0.027004236,0.274615561,Negative,Neutral,-0.318366047,Cooking Fever,GAME,129885,100000000+,Mature,1.386294361,4.45
838,NA,NA,4.33,Short,88,13,3.242382062,Negative,Negative,0.020958599,0.450628732,Negative,Negative,-0.309957394,Color by Number Draw Sandbox Pixel Art,FAMILY,509,1000000+,Teen,4.48863637,4.35
839,NA,NA,4.5,Short,61,10,3.125916145,Positive,Neutral,0.364695748,0.5379584,Positive,Neutral,-0.813223831,Equestria Girls,FAMILY,217870,10000000+,Teen,4.127134385,4.51
840,NA,NA,4.62,Short,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Grim Soul Dark Fantasy Survival,GAME,27480,5000000+,Everyone,NA,4.61
841,NA,NA,4.37,Long,162,27,3.050933549,Negative,Negative,0.050745311,0.550666121,Positive,Neutral,-0.173608745,Barbie?Fashion Closet,GAME,1522191,10000000+,Teen,5.093750201,4.51
842,NA,NA,4.57,Short,55,9,3.46659698,Positive,Neutral,-0.182702094,0.583355759,Positive,Neutral,0.343073237,ACE Elite,FINANCE,78460,100000+,Teen,4.025351691,4.63
843,NA,NA,4.34,Short,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Dino War Rise of Beasts,GAME,24778,1000000+,Everyone,NA,4.75
844,NA,NA,4.25,Short,91,12,3.392026088,Negative,Negative,0.114061142,0.564369325,Negative,Negative,-0.553140779,Bad Piggies,FAMILY,4145,50000000+,Mature,4.521788577,4.56
845,NA,NA,4.44,Long,195,27,3.41805025,Positive,Neutral,0.791473583,0.435217369,Positive,Positive,0.197489765,A Mobile,FINANCE,2090289,10000+,Mature,5.278114659,4.54
846,NA,NA,4.2,Long,118,18,3.109719157,Positive,Neutral,-0.271112608,0.466504566,Positive,Neutral,-0.000473042,Disney Magic Kingdoms Build Your Own Magical Park,FAMILY,361042,10000000+,Teen,4.779123493,4.61
847,NA,NA,4.11,Long,363,52,2.96395897,Negative,Negative,-0.146641552,0.512374206,Negative,Neutral,-0.711650391,Clash Royale,FAMILY,74776,100000000+,Mature,5.897153868,4.47
848,NA,NA,4.38,Short,57,9,3.575363098,Negative,Negative,0.097594379,0.533681384,Negative,Negative,-0.2118904,Helix Jump,GAME,16911,100000000+,Teen,4.060443011,4.37
849,NA,NA,4.4,Short,39,10,3.528317484,Negative,Neutral,0.787253533,0.376738403,Positive,Positive,0.900858452,Block Puzzle,GAME,935433,5000000+,Teen,3.688879454,4.8
850,NA,NA,4.61,Long,74,16,3.216573566,Negative,Negative,-0.012666126,0.324896172,Negative,Negative,-0.326890807,ETRADE Mobile,FINANCE,1525,1000000+,Mature,4.317488114,4.75
851,NA,NA,4.5,Long,104,15,3.425903266,Negative,Negative,0.029140412,0.498993827,Negative,Negative,0.327491028,Flip the Gun Simulator Game,GAME,28411,10000000+,Teen,4.65396035,4.7
852,NA,NA,4.47,Long,140,20,3.320436791,Negative,Negative,0.1810278,0.530353715,Negative,Neutral,-0.391937688,FateGrand Order English,GAME,18459,500000+,Everyone,4.94875989,4.39
853,NA,NA,4.24,Short,28,6,3.856998693,Negative,Negative,-0.585972819,0.337311003,Negative,Negative,-0.62021995,Fuzzy Seasons Animal Forest,FAMILY,4774,100000+,Mature,3.36729583,4.42
854,NA,NA,4.29,Long,124,18,3.296290659,Negative,Neutral,-0.239277443,0.496689705,Negative,Neutral,-0.821214163,Four In A Line,GAME,41270,1000000+,Teen,4.828313737,4.62
855,NA,NA,4.41,Long,125,22,3.051887986,Negative,Neutral,0.574246183,0.746894253,Negative,Negative,-0.444448303,Color by Number Draw Sandbox Pixel Art,FAMILY,656,1000000+,Mature,4.836281907,4.35
856,NA,NA,4.4,Long,294,38,3.252742581,Negative,Negative,0.049143571,0.487996033,Negative,Neutral,-0.435098425,Clash Royale,FAMILY,72275,100000000+,Mature,5.686975356,4.47
857,NA,NA,4.51,Short,71,13,3.401632669,Negative,Negative,0.136579785,0.461525829,Negative,Negative,-0.465280251,Battlelands Royale,GAME,1294,1000000+,Mature,4.276666119,4.61
858,NA,NA,4.63,Long,222,34,2.965813167,Negative,Negative,-0.086340863,0.600466088,Negative,Negative,-0.335234264,Guns of Glory,GAME,4879,10000000+,Mature,5.407171771,4.73
859,NA,NA,4.45,Long,240,36,3.202259775,Negative,Negative,-0.053529879,0.531000077,Negative,Negative,-0.113916345,Citizens Bank Mobile Banking,FINANCE,15695,1000000+,Teen,5.484796933,4.52
860,NA,NA,4.29,Long,140,19,3.28228714,Positive,Neutral,0.031662552,0.650376102,Negative,Neutral,-0.174847067,Fresh EBT Food Stamp Balance,FINANCE,27313,1000000+,Mature,4.94875989,4.45
861,NA,NA,4.53,Long,130,16,3.42281529,Negative,Negative,-0.380600065,0.46041435,Negative,Neutral,-0.033625436,BBWCupid BBW Dating App,DATING,46452,50000+,Everyone 10+,4.875197323,4.66
862,NA,NA,4.3,Long,252,35,3.207674046,Negative,Negative,0.316377965,0.702529197,Negative,Neutral,0.018178332,A Call From Santa Claus,FAMILY,142715,1000000+,Teen,5.533389489,4.6
863,NA,NA,4.63,Short,44,7,3.256902478,Positive,Positive,0.461716681,0.742184607,Positive,Positive,0.329262897,Educational Games for Kids,FAMILY,1861499,1000000+,Teen,3.80666249,4.61
864,NA,NA,4.19,Short,42,7,3.576106891,Positive,Positive,-0.138816682,0.689687372,Positive,Positive,0.78526833,Free Dating App Flirt Chat Cheers,DATING,1137404,10000+,Everyone 10+,3.761200116,4.61
865,NA,NA,4.53,Short,49,7,3.585217364,Positive,Neutral,-0.275250349,0.695503951,Negative,Neutral,0.116899896,Gay Sugar Daddy Dating Hookup ?Sudy Gay,DATING,35183,100000+,Everyone 10+,3.912023005,4.44
866,NA,NA,4.24,Short,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Associated Credit Union Mobile,FINANCE,95351,50000+,Mature,NA,4.35
867,NA,NA,4.37,Long,140,19,3.038580026,Negative,Negative,0.100377682,0.335697052,Negative,Neutral,0.01850412,Hily Dating Chat Match Meet Hook up,DATING,62075,100000+,Everyone 10+,4.94875989,4.7
868,NA,NA,4.17,Short,59,11,3.426904482,Negative,Negative,-0.038464588,0.360437412,Negative,Neutral,0.122110737,Doctor Pets,FAMILY,50037,1000000+,Mature,4.094344562,4.52
869,NA,NA,4.08,Long,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,FINAL FANTASY BRAVE EXVIUS,GAME,3726569,5000000+,Everyone,NA,4.45
870,NA,NA,4.37,Long,131,21,3.280799901,Negative,Neutral,0.503232472,0.726968317,Negative,Negative,-0.012008321,Bubble Shooter,GAME,17177,10000000+,Teen,4.882801923,4.68
871,NA,NA,4.64,Short,27,6,3.752373988,Negative,Negative,0.173485021,0.390420147,Negative,Neutral,-0.329309277,BBW Dating Curvy Singles Chat LargeFriends,DATING,29568,10000+,Everyone 10+,3.33220451,4.72
872,NA,NA,4.45,Short,17,3,4.650546114,Positive,Positive,-0.910539,0.682766744,Positive,Positive,0.45952205,Farm Fruit Pop Party Time,GAME,29582033,1000000+,Teen,2.890371758,4.48
873,NA,NA,4.44,Short,20,5,4.239882585,Negative,Neutral,0.015930057,0.460330247,Negative,Neutral,0.473042727,Expense IQ Money Manager,FINANCE,35565,1000000+,Teen,3.044522438,4.75
874,NA,NA,4.46,Short,32,6,3.585405991,Positive,Neutral,0.047588003,0.39474189,Positive,Neutral,0.079754996,Crossy Road,GAME,348909,100000000+,Teen,3.496507561,4.54
875,NA,NA,4.38,Short,44,7,3.484519509,Positive,Positive,-0.1758753,0.653222724,Positive,Positive,0.103940237,Herpes Dating 1000K Singles,DATING,2578792,10000+,Everyone 10+,3.80666249,4.63
876,NA,NA,4.23,Short,83,11,3.58376664,Positive,Positive,0.031217954,0.592700575,Negative,Negative,0.009606217,H TV,FAMILY,788,5000000+,Mature,4.430816799,4.45
877,NA,NA,4.34,Long,206,26,3.219396019,Negative,Negative,0.817181885,0.558787689,Negative,Negative,-0.249693112,FateGrand Order English,GAME,18470,500000+,Everyone,5.332718793,4.39
878,NA,NA,4.31,Short,78,13,3.160489804,Positive,Positive,-0.043447715,0.58244761,Positive,Neutral,-0.512675336,Checkers вп,FAMILY,136410,1000000+,Teen,4.369447852,4.36
879,NA,NA,4.61,Short,109,14,3.623741448,Positive,Positive,0.108907553,0.531683985,Positive,Positive,0.374650294,Block Puzzle,GAME,960004,5000000+,Mature,4.700480366,4.8
880,NA,NA,4.46,Short,53,6,4.40566445,Positive,Neutral,0.007600686,0.236664774,Positive,Neutral,0.269220318,Extreme Racing 2 Real driving RC cars game,FAMILY,220676,500000+,Teen,3.988984047,4.52
881,NA,NA,4.27,Long,111,15,3.353175117,Negative,Neutral,0.016580501,0.39810299,Positive,Neutral,0.065929181,Angry Birds Classic,GAME,933113,100000000+,Mature,4.718498871,4.5
882,NA,NA,4.34,Short,48,9,3.688985252,Negative,Negative,-0.357424017,0.55126935,Negative,Negative,-0.096375052,Hello Stars,GAME,217,10000000+,Mature,3.891820298,4.71
883,NA,NA,4.35,Long,129,18,3.390189758,Positive,Positive,0.103378448,0.654126575,Positive,Positive,-0.010486627,ABCmousecom,FAMILY,435953,5000000+,Mature,4.86753445,4.85
884,NA,NA,4.26,Long,415,57,3.296104703,Positive,Neutral,-0.097552679,0.614966764,Negative,Neutral,0.612875063,Gems or jewels ,GAME,21967,10000000+,Everyone,6.03068526,4.76
885,NA,NA,4.58,Long,506,68,3.008769168,Positive,Neutral,-0.021822622,0.612092066,Positive,Neutral,0.362345012,Angry Birds 2,FAMILY,236896,100000000+,Teen,6.228511004,4.53
886,NA,NA,4.46,Long,520,69,3.172297779,Negative,Neutral,0.01657515,0.573580287,Negative,Neutral,-0.179989151,Fallout Shelter,GAME,108163,10000000+,Everyone,6.255750042,4.28
887,NA,NA,4.55,Long,91,16,3.237384097,Negative,Negative,0.002122589,0.4870071,Negative,Negative,-0.596716485,FateGrand Order English,GAME,18421,500000+,Everyone,4.521788577,4.39
888,NA,NA,4.45,Short,33,5,3.897482499,Positive,Positive,0.010768063,0.618201137,Positive,Neutral,-0.62873146,BLK Swipe Match Chat,DATING,27352,100000+,Everyone 10+,3.526360525,4.55
889,NA,NA,4.4,Short,50,6,3.765296678,Negative,Negative,-0.391041767,0.321567478,Negative,Negative,0.184791047,Call of DutyBlack Ops Zombies,GAME,7475,100000+,Everyone,3.931825633,4.46
890,NA,NA,4.41,Long,472,79,2.926583104,Negative,Negative,0.357109899,0.578160289,Negative,Neutral,-0.039049264,Clash Royale,FAMILY,75004,100000000+,Mature,6.159095388,4.47
891,NA,NA,4.33,Short,78,10,3.544571975,Positive,Positive,-0.132991623,0.641020439,Positive,Positive,0.272442406,Farm Heroes Saga,GAME,5335907,100000000+,Teen,4.369447852,4.38
892,NA,NA,4.29,Long,180,29,3.061927915,Negative,Negative,-0.21948038,0.757214953,Negative,Negative,-0.143428089,GUNSHIP BATTLE Helicopter 3D,GAME,44076,50000000+,Everyone,5.198497031,4.71
893,NA,NA,4.31,Short,86,12,3.280660354,Positive,Positive,0.337653449,0.586861419,Positive,Positive,-0.102859508,FINAL FANTASY BRAVE EXVIUS,GAME,3855195,5000000+,Everyone,4.465908119,4.45
894,NA,NA,4.32,Long,163,25,3.277598336,Positive,Positive,0.225872443,0.770739819,Positive,Neutral,0.081675593,2RedBeans,DATING,90704,10000+,Everyone 10+,5.099866428,4.61
895,NA,NA,4.74,Short,65,8,3.897731093,Negative,Neutral,0.143547821,0.438494399,Positive,Positive,-0.270598306,Farm Heroes Saga,GAME,6006612,100000000+,Teen,4.189654742,4.38
896,NA,NA,4.51,Short,65,10,3.316461201,Positive,Neutral,-0.161315405,0.3552092,Positive,Neutral,0.010578422,Altos Adventure,GAME,524772,10000000+,Teen,4.189654742,4.63
897,NA,NA,4.12,Short,19,2,5.414122726,Negative,Negative,-0.297226753,0.219512527,Positive,Neutral,-0.052367856,Dog Run Pet Dog Simulator,GAME,354184,10000000+,Teen,2.995732274,4.52
898,NA,NA,4.37,Short,62,10,3.69206902,Negative,Negative,-0.056423039,0.480102412,Negative,Negative,-0.146945181,Fuzzy Seasons Animal Forest,FAMILY,4710,100000+,Mature,4.143134726,4.42
899,NA,NA,4.32,Long,165,27,3.125328235,Negative,Negative,0.304347536,0.592957943,Negative,Neutral,0.163226763,Hello Kitty Nail Salon,GAME,172640,50000000+,Teen,5.111987788,4.53
900,NA,NA,4.35,Short,66,11,3.49460452,Negative,Neutral,0.702003528,0.476900164,Positive,Positive,-0.516941347,Barclays US for Android,FINANCE,1737572,1000000+,Teen,4.204692619,4.73
901,NA,NA,4.38,Short,53,9,3.503507962,Positive,Positive,-0.115151006,0.532396683,Positive,Neutral,0.151755951,Dude Perfect 2,GAME,255457,10000000+,Teen,3.988984047,4.72
902,NA,NA,4.52,Short,35,5,4.185115174,Negative,Negative,-0.210349644,0.497069021,Negative,Neutral,0.092685031,A Call From Santa Claus,FAMILY,146256,1000000+,Teen,3.583518938,4.6
903,NA,NA,4.42,Long,98,15,3.069994867,Positive,Positive,0.110985758,0.592887276,Positive,Neutral,-0.030599881,H TV,FAMILY,869,5000000+,Teen,4.59511985,4.45
904,NA,NA,4.29,Short,63,10,3.632114624,Negative,Negative,0.098985878,0.425471304,Negative,Negative,-0.038740587,DINO HUNTER DEADLY SHORES,GAME,13356,10000000+,Everyone,4.158883083,4.54
905,NA,NA,4.4,Long,97,16,3.313564849,Positive,Positive,-0.156938106,0.543962345,Positive,Positive,0.442326713,Choices Stories You Play,FAMILY,7100301,10000000+,Everyone,4.584967479,4.43
906,NA,NA,4.46,Short,57,8,3.253243391,Negative,Negative,0.541060538,0.417012992,Negative,Negative,-0.332715381,Free Dating Hook Up Messenger,DATING,2300,100000+,Everyone 10+,4.060443011,4.58
907,NA,NA,4.45,Long,322,46,3.118807748,Positive,Neutral,0.272337092,0.626771627,Positive,Neutral,-0.013983147,Dude Perfect 2,GAME,248867,10000000+,Teen,5.777652323,4.72
908,NA,NA,4.25,Short,76,9,3.856907043,Negative,Neutral,0.107357805,0.38879655,Positive,Neutral,0.364320588,Betterment,FINANCE,152882,100000+,Teen,4.343805422,4.6
909,NA,NA,4.54,Long,70,16,3.247209412,Negative,Neutral,-0.293324452,0.538682468,Positive,Neutral,-0.025500699,Angry Birds Classic,GAME,939227,100000000+,Mature,4.262679877,4.5
910,NA,NA,4.47,Short,50,10,3.778336228,Negative,Negative,0.248337305,0.744179945,Negative,Neutral,-0.911309774,Comptia A 220901 220902,FAMILY,17530,10000+,Teen,3.931825633,4.55
911,NA,NA,4.51,Long,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Cooking Fever,GAME,121274,100000000+,Teen,NA,4.45
912,NA,NA,4.37,Long,360,60,2.92206752,Negative,Negative,0.792482888,0.566380001,Negative,Negative,-0.614065736,H TV,FAMILY,878,5000000+,Teen,5.888877958,4.45
913,NA,NA,4.43,Long,431,73,2.898090357,Negative,Negative,0.054449985,0.59032472,Negative,Negative,-0.127731108,Helix Jump,GAME,16199,100000000+,Teen,6.068425588,4.37
914,NA,NA,4.21,Long,92,18,3.165933135,Negative,Neutral,-0.249825487,0.489832732,Negative,Neutral,-0.171319179,Credit Sesame,FINANCE,67723,1000000+,Teen,4.532599493,4.71
915,NA,NA,4.48,Short,69,11,3.269368379,Negative,Negative,-0.010587339,0.439183241,Negative,Negative,-0.16160538,Battlelands Royale,GAME,1226,1000000+,Mature,4.248495242,4.61
916,NA,NA,4.59,Short,37,6,3.859767254,Positive,Positive,0.065182849,0.486212588,Positive,Positive,0.653768541,Angry Birds Classic,GAME,1000554,100000000+,Teen,3.63758616,4.5
917,NA,NA,4.5,Short,80,9,3.490379429,Negative,Negative,-0.747993191,0.436656777,Negative,Negative,0.303220003,Ecobank Mobile Banking,FINANCE,4682,1000000+,Mature,4.394449155,4.38
918,NA,NA,4.47,Short,79,13,3.402653848,Negative,Negative,0.400933348,0.703096667,Negative,Neutral,-0.078164207,CreditWise from Capital One,FINANCE,80267,1000000+,Teen,4.382026635,4.32
919,NA,NA,4.22,Long,121,18,3.281718221,Negative,Neutral,0.140729623,0.497436761,Negative,Negative,0.342217581,Candy Pop Story,FAMILY,6468,1000000+,Mature,4.804021045,4.62
920,NA,NA,4.55,Short,96,10,3.408404934,Negative,Negative,-0.084589626,0.418282743,Negative,Negative,-1,Battlelands Royale,GAME,1213,1000000+,Mature,4.574710979,4.61
921,NA,NA,4.27,Long,422,88,2.765329719,Negative,Neutral,-0.099809029,0.647402276,Positive,Neutral,0.311565693,Dog Run Pet Dog Simulator,GAME,351515,10000000+,Teen,6.047372179,4.52
