"age","checkingStatus","creditAmountDollar","creditHistory","duration","employment","existingCredits","foreignWorker","housing","installmentCommitment","job","lamount","lamountPred","numDependents","otherParties","otherPaymentPlans","ownTelephone","personalStatus","propertyMagnitude","purpose","residenceSince","riskStatus","savingsStatus"
23,">=200",142.57,"existing_paid",3.62,"<1",1,NA,"rent",4,"skilled",4.95983310716587,6.81247488864862,1,"no","none","yes","female_div_dep_mar","car","education",NA,"high","<100"
52,"no_checking",94.1,"critical_other_existing_credit",NA,"1<=X<4",2,NA,"own",4,"unskilled_resident",4.54435804659133,6.81247488864862,1,"no","none","no","female_div_dep_mar","car","new_car",NA,"high","100<=X<500"
23,"<0",NA,"existing_paid",NA,"4<=X<7",1,NA,"rent",4,"skilled",NA,NA,1,"no","none","no","female_div_dep_mar","car","furniture_equipment",NA,"high","<100"
30,"<0",13799.94,"critical_other_existing_credit",72.45,"4<=X<7",2,"yes","own",4,"high_qualif_self_emp_mgmt",9.53241952330976,6.81247488864862,1,"no","none","yes","male_single","life_insurance","furniture_equipment",NA,"high","no_known_savings"
36,"0<=X<200",725.17,"all_paid",11.02,"unemployed",1,"yes","subsidized",4,"high_qualif_self_emp_mgmt",6.58640611012651,7.65053360512617,1,"co_applicant","none","yes","male_single","life_insurance","new_car",NA,"high","no_known_savings"
29,"<0",28155.9,"no_credits_all_paid",62.1,">=7",2,NA,"rent",2,"skilled",10.2455122030809,7.76216350220167,1,"no","none","no","male_single","life_insurance","business",NA,"low","<100"
23,"0<=X<200",10095.03,"existing_paid",62.94,"1<=X<4",2,NA,"rent",1,"high_qualif_self_emp_mgmt",9.21979850251072,7.62146403280036,1,"no","none","no","female_div_dep_mar","life_insurance","used_car",NA,"low","<100"
42,"no_checking",24848.46,"existing_paid",51.94,">=7",1,NA,"own",2,"high_qualif_self_emp_mgmt",10.1205510577735,7.99979215650203,1,"no","none","yes","male_single","life_insurance","new_car",NA,"low","<100"
44,"no_checking",8843.63,"critical_other_existing_credit",43.42,"1<=X<4",1,NA,"subsidized",2,"skilled",9.087452704829,7.82371818225497,1,"no","bank","no","male_single","life_insurance","new_car",NA,"low","500<=X<1000"
31,"0<=X<200",10197.92,"delayed_previously",49.44,"4<=X<7",2,NA,"own",1,"unskilled_resident",9.2299390569089,8.01769547760872,2,"no","none","yes","male_single","life_insurance","business",3,"low","100<=X<500"
24,"<0",10001.29,"critical_other_existing_credit",52.21,"4<=X<7",2,NA,"own",4,"skilled",9.2104693636564,7.72891886568827,1,"no","none","yes","male_single","life_insurance","used_car",NA,"low","<100"
28,"no_checking",2027.72,"delayed_previously",21.44,"<1",2,"yes","own",1,"skilled",7.6146672881178,7.63742513980581,1,"no","none","no","male_div_sep","life_insurance","business",NA,"high","<100"
55,"0<=X<200",624.07,"all_paid",6.65,"unemployed",1,NA,"subsidized",1,"high_qualif_self_emp_mgmt",6.43626254156496,8.01392238713813,1,"no","bank","yes","male_single","life_insurance","used_car",NA,"high","<100"
27,"0<=X<200",7996.55,"delayed_previously",47.88,"1<=X<4",1,"yes","subsidized",2,"high_qualif_self_emp_mgmt",8.98676547764695,7.90511186605282,1,"no","none","no","male_single","life_insurance","tv",2,"high","no_known_savings"
29,"0<=X<200",1958.63,"existing_paid",20.1,"<1",1,NA,"rent",4,"high_qualif_self_emp_mgmt",7.5800005282326,7.83019972727492,1,"co_applicant","none","yes","male_single","life_insurance","furniture_equipment",NA,"high","100<=X<500"
45,"<0",21662.62,"existing_paid",52.17,">=7",1,"no","own",1,"high_qualif_self_emp_mgmt",9.98334347353535,7.49298976101882,1,"no","none","yes","male_div_sep","life_insurance","new_car",NA,"low","<100"
27,"no_checking",7521.49,"delayed_previously",48.01,"1<=X<4",2,NA,"own",2,"skilled",8.92551953561496,7.61439308761734,1,"no","none","no","male_single","life_insurance","used_car",NA,"low",">=1000"
49,"0<=X<200",8914.92,"critical_other_existing_credit",37.93,"4<=X<7",1,NA,"own",2,"skilled",9.09548155661705,7.65434765009556,1,"no","none","no","male_single","life_insurance","furniture_equipment",NA,"low","<100"
47,"<0",20179.33,NA,46.68,">=7",1,"yes","subsidized",3,"skilled",9.91241409216713,7.93225985721288,1,"no","none","no","male_single","life_insurance","used_car",NA,"high","no_known_savings"
38,"no_checking",8406.05,"existing_paid",40.04,"4<=X<7",1,NA,"own",3,"high_qualif_self_emp_mgmt",9.03670696367966,7.64793221790763,1,"no","none","yes","male_single","life_insurance","used_car",NA,"low","<100"
30,"<0",1782.68,"existing_paid",12.31,"<1",1,NA,"own",1,"skilled",7.48587312895732,7.56329762485461,1,"no","none","yes","female_div_dep_mar","life_insurance","furniture_equipment",NA,"high","no_known_savings"
51,"<0",18270.8,"existing_paid",34.22,">=7",1,NA,"subsidized",1,"skilled",9.8130594360434,7.73102430136873,2,"no","none","yes","male_single","life_insurance","used_car",NA,"high","no_known_savings"
24,"0<=X<200",553.3,"existing_paid",7.74,"unemployed",1,NA,"rent",1,"unemp_unskilled_non_res",6.31590034990406,7.14656341259386,1,"no","none","no","female_div_dep_mar","life_insurance","new_car",NA,"high","no_known_savings"
37,"no_checking",18033.91,"existing_paid",42.74,">=7",2,NA,"own",3,"skilled",9.80000915347404,7.62940539123794,1,"no","none","no","male_single","life_insurance","business",NA,"high","no_known_savings"
24,"0<=X<200",1739,"existing_paid",14.78,"<1",1,"yes","own",4,"high_qualif_self_emp_mgmt",7.46106551435428,7.46031295620152,1,"no","none","no","female_div_dep_mar","life_insurance","new_car",NA,"high","100<=X<500"
39,"no_checking",6312.01,"critical_other_existing_credit",34.3,"1<=X<4",2,"yes","own",1,"unskilled_resident",8.75020944680836,7.37037703534708,1,"no","none","no","male_single","life_insurance","new_car",NA,"low","<100"
30,"<0",7829.19,"existing_paid",35.84,"4<=X<7",1,NA,"own",4,"high_qualif_self_emp_mgmt",8.96561433535785,7.60406676202043,1,"no","none","yes","female_div_dep_mar","life_insurance","tv",NA,"high","no_known_savings"
29,"no_checking",7821.93,"existing_paid",36.54,"4<=X<7",1,NA,"rent",2,"skilled",8.96468660615754,7.7228971012796,1,"no","none","yes","male_mar_wid","life_insurance","tv",NA,"high","no_known_savings"
34,"<0",7669.97,"existing_paid",33.67,"4<=X<7",2,"yes","own",1,"skilled",8.94506798301076,7.75550769697415,1,"guarantor","none","yes","male_mar_wid","life_insurance","tv",1,"low","<100"
55,"<0",1662.46,"all_paid",16.09,"<1",1,NA,"own",2,"skilled",7.41605371209018,7.56514764096408,1,"no","bank","yes","male_div_sep","life_insurance","furniture_equipment",NA,"high","<100"
34,"no_checking",16182.27,"critical_other_existing_credit",35.3,">=7",2,"yes","own",4,"high_qualif_self_emp_mgmt",9.69167147743437,7.39413006828554,1,"no","none","yes","male_single","life_insurance","new_car",4,"low","<100"
29,"<0",515.59,"existing_paid",6.67,"unemployed",1,"yes","subsidized",4,"high_qualif_self_emp_mgmt",6.2453118759972,7.54851637552117,1,"no","none","yes","male_single","life_insurance","used_car",2,"high","<100"
21,"<0",5735.65,"existing_paid",37.36,"1<=X<4",1,NA,"own",2,"unskilled_resident",8.65445636228667,7.41567919382439,1,"no","stores","no","male_mar_wid","life_insurance","business",NA,"low","<100"
60,"0<=X<200",510.75,"existing_paid",1.91,"unemployed",1,NA,"own",1,"high_qualif_self_emp_mgmt",6.23588023369773,7.61241236350758,1,"no","none","yes","male_div_sep","life_insurance","used_car",NA,"high","no_known_savings"
52,"0<=X<200",510.75,"existing_paid",NA,"unemployed",1,NA,"own",2,"high_qualif_self_emp_mgmt",6.23588023369773,7.36743119367235,1,"no","none","yes","male_single","life_insurance","tv",NA,"high","no_known_savings"
44,"<0",15726.59,"critical_other_existing_credit",27.13,">=7",2,NA,"subsidized",2,"high_qualif_self_emp_mgmt",9.66310818933466,7.83282118221975,2,"no","none","yes","female_div_dep_mar","life_insurance","used_car",NA,"low","<100"
59,"0<=X<200",15719.57,"all_paid",34.07,">=7",1,NA,"rent",4,"skilled",9.66266171191951,7.89176965971368,1,"no","none","no","female_div_dep_mar","life_insurance","business",NA,"low","<100"
28,"0<=X<200",6989.99,"existing_paid",29.9,"4<=X<7",1,NA,"rent",3,"unskilled_resident",8.85223440461167,7.18486156131438,1,"no","none","no","male_single","life_insurance","new_car",3,"low","<100"
50,"0<=X<200",15270.27,"delayed_previously",33.48,">=7",1,NA,"subsidized",4,"skilled",9.63366307978524,7.7787457111692,1,"no","none","no","male_single","life_insurance","education",NA,"low","<100"
58,"<0",15080.54,"critical_other_existing_credit",29.41,">=7",2,NA,"subsidized",4,"unskilled_resident",9.62116044993939,7.8379956577069,1,"no","stores","no","female_div_dep_mar","life_insurance","used_car",4,"low","<100"
31,"no_checking",5335.69,"critical_other_existing_credit",33.58,"1<=X<4",1,"yes","subsidized",1,"skilled",8.5821734899558,7.7986056715264,1,"no","bank","yes","male_single","life_insurance","education",NA,"low","<100"
44,"no_checking",1523.86,"existing_paid",13.98,"<1",2,"yes","own",1,"skilled",7.32900186850982,7.63698039355415,1,"no","none","yes","female_div_dep_mar","life_insurance","tv",NA,"high","no_known_savings"
30,"0<=X<200",5122.62,"existing_paid",37.51,"1<=X<4",2,NA,"own",2,"skilled",8.54142130590016,7.50872054999009,1,"no","none","yes","male_single","life_insurance","new_car",NA,"low","100<=X<500"
24,">=200",5106.9,"existing_paid",30.88,"1<=X<4",1,NA,"own",4,"skilled",8.53834784548863,7.51454006504981,1,"no","none","no","male_single","life_insurance","tv",NA,"low","<100"
27,"no_checking",5068.47,"critical_other_existing_credit",28.67,"1<=X<4",2,NA,"own",4,"skilled",8.53079427589402,7.28776203557883,1,"no","none","no","male_single","life_insurance","used_car",NA,"low",">=1000"
24,"0<=X<200",1492.92,"critical_other_existing_credit",15.79,"<1",2,"yes","subsidized",2,"skilled",7.3084892127144,7.61132689586002,1,"no","none","yes","female_div_dep_mar","life_insurance","education",4,"high","<100"
44,"no_checking",13586.67,"critical_other_existing_credit",25.95,">=7",2,NA,"subsidized",3,"skilled",9.51684444400709,7.52467328608323,1,"no","none","no","male_single","life_insurance","repairs",NA,"low","<100"
26,"no_checking",463.66,"existing_paid",3.08,"unemployed",NA,NA,"rent",2,"high_qualif_self_emp_mgmt",6.13915152500675,6.81247488864862,1,"no","none","yes","female_div_dep_mar","life_insurance","used_car",4,"high","no_known_savings"
28,"<0",4690.35,"critical_other_existing_credit",22.27,"1<=X<4",2,NA,"own",3,"skilled",8.45326248552155,7.36820368064543,1,"guarantor","none","no","male_single","life_insurance","furniture_equipment",NA,"low","<100"
50,"<0",457,"no_credits_all_paid",2.71,"unemployed",2,NA,"own",2,"skilled",6.12468339089421,6.81247488864862,1,"no","stores","yes","male_single","life_insurance","business",NA,"high","<100"
26,"no_checking",4582.93,"existing_paid",24.94,"1<=X<4",1,NA,"own",1,"skilled",8.43009381055438,7.56176964763644,1,"no","none","no","male_single","life_insurance","used_car",NA,"high","no_known_savings"
29,"<0",5970.12,"existing_paid",23.02,"4<=X<7",1,NA,"own",4,"skilled",8.69452230668715,7.60073297865365,1,"no","none","no","male_single","life_insurance","furniture_equipment",NA,"low","<100"
33,"no_checking",12744.73,"critical_other_existing_credit",29.13,">=7",1,NA,"own",4,"skilled",9.45287313180747,7.32024324357861,1,"no","none","yes","male_single","life_insurance","furniture_equipment",NA,"low","<100"
30,"0<=X<200",4450.2,"critical_other_existing_credit",26.5,"1<=X<4",1,"yes","own",2,"high_qualif_self_emp_mgmt",8.40070431797057,7.95942293413953,1,"no","none","yes","female_div_dep_mar","life_insurance","furniture_equipment",NA,"low","<100"
59,"no_checking",12496.6,"critical_other_existing_credit",24.02,">=7",1,"yes","own",1,"skilled",9.43321188629168,7.46445261177436,1,"no","none","yes","female_div_dep_mar","life_insurance","new_car",4,"high","no_known_savings"
25,"0<=X<200",5733.24,"critical_other_existing_credit",20.89,"4<=X<7",2,NA,"own",2,"skilled",8.65403609493116,7.60625098975437,1,"guarantor","none","no","male_single","life_insurance","tv",NA,"low","<100"
53,"<0",4252.84,"delayed_previously",22.96,"1<=X<4",2,NA,"subsidized",3,"skilled",8.35534227404279,7.37045830472715,2,"no","none","no","male_single","life_insurance","new_car",NA,"low","<100"
43,"<0",12018.59,"critical_other_existing_credit",30.7,">=7",2,"yes","rent",3,"skilled",9.39420989671598,7.17756168423412,1,"co_applicant","none","yes","male_single","life_insurance","new_car",NA,"low","<100"
37,"0<=X<200",4114.86,"delayed_previously",17.97,"1<=X<4",2,NA,"own",4,"high_qualif_self_emp_mgmt",8.32236009066121,7.51099087750584,1,"no","bank","yes","male_single","life_insurance",NA,2,"high","no_known_savings"
20,"no_checking",1319.71,"existing_paid",7.12,"<1",1,"yes","rent",1,"skilled",7.18516729447381,7.49191048496125,1,"no","none","no","female_div_dep_mar","life_insurance","used_car",NA,"high","no_known_savings"
30,"no_checking",4066.83,"existing_paid",20.8,"1<=X<4",1,NA,"own",3,"skilled",8.31061910518111,7.54275156344127,1,"no","none","yes","male_single","life_insurance","used_car",NA,"low","<100"
31,">=200",11140.63,"existing_paid",23.17,">=7",1,NA,"own",4,"skilled",9.31835406484451,7.37117514821458,1,"no","none","no","male_single","life_insurance","tv",NA,"low","<100"
26,"no_checking",3730.62,"delayed_previously",23.34,"1<=X<4",2,NA,"own",2,"unskilled_resident",8.22432971866402,7.51600472308673,1,"no","none","no","male_single","life_insurance","business",NA,"low","100<=X<500"
28,"0<=X<200",404.57,"critical_other_existing_credit",1.25,"unemployed",2,NA,"own",4,"high_qualif_self_emp_mgmt",6.00282477467862,7.34940154846618,1,"no","none","no","male_mar_wid","life_insurance","new_car",NA,"high","<100"
28,"0<=X<200",1222.2,"existing_paid",8.5,"<1",1,NA,"rent",3,"skilled",7.10840779246081,7.44522145537399,1,"no","none","no","female_div_dep_mar","life_insurance","used_car",NA,"high","500<=X<1000"
43,"0<=X<200",4872.62,"existing_paid",20.95,"4<=X<7",1,NA,"own",3,"skilled",8.49138705909282,7.49233290884009,1,"no","none","yes","male_div_sep","life_insurance","furniture_equipment",NA,"low","<100"
36,"no_checking",3529.77,"critical_other_existing_credit",24.81,"1<=X<4",2,NA,"own",4,"skilled",8.16898799199724,7.40653717675065,1,"no","none","yes","male_single","life_insurance","furniture_equipment",NA,"low","500<=X<1000"
41,"0<=X<200",4794.56,"existing_paid",21.08,"4<=X<7",2,NA,"own",4,"skilled",8.47523722085478,7.83475280050799,2,"no","none","yes","male_single","life_insurance","tv",1,"high","no_known_savings"
25,"no_checking",4787.54,"existing_paid",19.49,"4<=X<7",1,NA,"rent",2,"skilled",8.47377198854538,7.47174259946684,1,"no","none","yes","female_div_dep_mar","life_insurance","furniture_equipment",4,"low","<100"
34,"<0",1195.65,"existing_paid",17.02,"<1",1,"yes","own",4,"skilled",7.08644524954204,7.50158268162891,1,"no","none","no","male_single","life_insurance","tv",3,"high","<100"
37,">=200",NA,"existing_paid",NA,"<1",1,"yes","own",1,"unskilled_resident",NA,7.2055534355262,2,"guarantor","none","no","male_single","life_insurance","new_car",NA,"high","<100"
36,"0<=X<200",3418.86,"existing_paid",16.1,"1<=X<4",1,"yes","own",4,"skilled",8.13706244115541,7.43402830655744,2,"no","none","yes","male_single","life_insurance","business",NA,"low","<100"
36,"<0",3410.13,"critical_other_existing_credit",20.1,"1<=X<4",2,NA,"rent",2,"skilled",8.13450569271805,7.15100838175456,2,"no","none","no","male_single","life_insurance","new_car",NA,"low","<100"
37,"0<=X<200",1179.85,"critical_other_existing_credit",9.22,"<1",1,NA,"own",4,"skilled",7.07314259073538,7.17977339190594,1,"no","none","yes","male_div_sep","life_insurance","new_car",NA,"high","100<=X<500"
40,"<0",3368.21,"existing_paid",22.56,"1<=X<4",1,NA,"own",4,"high_qualif_self_emp_mgmt",8.12213672496238,7.5059901543869,1,"no","none","yes","male_div_sep","life_insurance","used_car",4,"low","<100"
35,"no_checking",1161.89,"critical_other_existing_credit",12.73,"<1",2,NA,"own",3,"high_qualif_self_emp_mgmt",7.05780326855913,7.42199101813351,1,"no","none","yes","male_div_sep","life_insurance","furniture_equipment",NA,"high","<100"
26,">=200",1156.17,"existing_paid",10.26,"<1",1,NA,"own",2,"skilled",7.05286809724376,7.44167206137585,1,"no","none","no","female_div_dep_mar","life_insurance","furniture_equipment",NA,"high","<100"
49,">=200",9189.8,"critical_other_existing_credit",21.62,">=7",2,NA,"own",4,"unskilled_resident",9.12584945232728,7.13339783870624,1,"no","stores","no","male_single","life_insurance","tv",NA,"high","no_known_savings"
27,"0<=X<200",4464.41,"critical_other_existing_credit",17.53,"4<=X<7",NA,NA,"own",2,"skilled",8.40389234572171,7.42033559995738,1,"no","none","no","male_single","life_insurance","business",NA,"low","<100"
37,"<0",3161.25,"existing_paid",16.25,"1<=X<4",1,"yes","own",1,"skilled",8.05872279798417,7.83485030585621,2,"guarantor","none","no","male_single","life_insurance","furniture_equipment",NA,"low","<100"
28,"0<=X<200",9096.21,"critical_other_existing_credit",26.04,">=7",3,NA,"rent",1,"skilled",9.11561312223511,7.39012072802502,1,"no","none","yes","male_single","life_insurance","furniture_equipment",4,"low","<100"
46,"no_checking",1127.28,"delayed_previously",16.38,"<1",2,NA,"own",1,"unskilled_resident",7.02756293038685,7.49915789460012,1,"no","none","no","female_div_dep_mar","life_insurance","used_car",NA,"high","<100"
23,"0<=X<200",3120.2,"critical_other_existing_credit",17.76,"1<=X<4",1,NA,"own",1,"unskilled_resident",8.04565238131315,7.12321418067511,1,"no","none","no","female_div_dep_mar","life_insurance","tv",NA,"low","<100"
37,"no_checking",4345.1,"critical_other_existing_credit",17.26,"4<=X<7",2,NA,"own",4,"skilled",8.37680405239438,7.5946369949676,1,"no","none","yes","male_single","life_insurance","new_car",NA,"low","<100"
45,"no_checking",1114.64,"existing_paid",8.72,"<1",1,NA,"own",2,"high_qualif_self_emp_mgmt",7.01628676180534,7.29884306932529,2,"no","none","yes","male_single","life_insurance","new_car",NA,"high","no_known_savings"
35,"no_checking",3010.17,"all_paid",16.78,"1<=X<4",1,"yes","own",4,"unskilled_resident",8.00975183455339,6.82173690292498,2,"no","none","no","female_div_dep_mar","life_insurance","retraining",3,"low","500<=X<1000"
42,"<0",8685.3,"existing_paid",18.49,">=7",1,NA,"own",4,"skilled",9.06938722039297,7.55831157469769,2,"no","none","no","male_single","life_insurance","furniture_equipment",NA,"low","<100"
47,"no_checking",8627.56,"existing_paid",15.99,">=7",3,NA,"own",4,"skilled",9.06271700945392,7.23882684608497,2,"no","bank","yes","male_single","life_insurance","furniture_equipment",NA,"low","<100"
23,"no_checking",8497.57,"critical_other_existing_credit",9.79,">=7",2,NA,"rent",3,"skilled",9.04753551925332,7.46860877944968,1,"no","none","yes","male_single","life_insurance","used_car",4,"low",">=1000"
29,"<0",1082.12,NA,10.34,"<1",1,NA,"own",4,"skilled",6.98667735898697,7.09098925903668,1,"no","bank","no","female_div_dep_mar","life_insurance","tv",NA,"high",">=1000"
36,"no_checking",8273.47,"critical_other_existing_credit",23.77,">=7",1,NA,"own",1,"high_qualif_self_emp_mgmt",9.02080928889039,7.64411647280967,1,"no","none","yes","male_single","life_insurance","used_car",NA,"low","<100"
39,"<0",4050.58,"existing_paid",19.31,"4<=X<7",1,NA,"subsidized",2,"high_qualif_self_emp_mgmt",8.30661535972357,7.92832644025032,2,"no","bank","yes","male_single","life_insurance","new_car",NA,"low","<100"
NA,"no_checking",8176.99,"existing_paid",16.24,">=7",1,NA,"own",3,"high_qualif_self_emp_mgmt",9.00907939121883,7.36585282320103,1,"no","none","yes","male_div_sep","life_insurance","tv",NA,"low","500<=X<1000"
38,"no_checking",347.43,"critical_other_existing_credit",6.64,"unemployed",1,NA,"own",2,"high_qualif_self_emp_mgmt",5.8505632058644,6.81247488864862,1,"no","none","yes","male_single","life_insurance","used_car",NA,"high","no_known_savings"
20,"no_checking",3985.13,"existing_paid",16.85,"4<=X<7",1,NA,"rent",2,"skilled",8.29032521302597,NA,1,"no","none",NA,"female_div_dep_mar","life_insurance","new_car",NA,"low",">=1000"
26,"no_checking",1047.75,"existing_paid",10.02,"<1",1,"yes","own",4,"skilled",6.95440028680518,7.27083903011334,1,"no","none","yes","female_div_dep_mar","life_insurance","tv",4,"high","<100"
27,"<0",1036.26,"existing_paid",9.81,"<1",1,"yes",NA,4,"skilled",6.94337335658388,7.18896131201025,1,"no","none","no","female_div_dep_mar","life_insurance","new_car",NA,"high","<100"
31,"<0",3899.61,"no_credits_all_paid",17.3,"4<=X<7",1,NA,"own",3,"skilled",8.2686318271174,7.39551638573011,1,"no","bank","yes","male_single","life_insurance","business",NA,"low","<100"
40,"no_checking",7795.38,"critical_other_existing_credit",20.04,">=7",2,NA,"own",3,"skilled",8.96128652950188,7.44730007446067,2,"no","none","yes","male_single","life_insurance","tv",NA,"high","no_known_savings"
61,"no_checking",3852.52,"existing_paid",12.74,"4<=X<7",1,NA,"own",2,"unskilled_resident",8.25648275861493,7.07192661381934,1,"no","none","no","male_div_sep","life_insurance","tv",NA,"low",">=1000"
25,"0<=X<200",7587.29,"existing_paid",14.03,">=7",1,"yes","own",2,"skilled",8.93422975788424,7.37655901701034,1,"no","none","no","female_div_dep_mar","life_insurance","tv",4,"high","no_known_savings"
49,"<0",7521.91,"existing_paid",10.08,">=7",1,"yes","subsidized",4,"skilled",8.92557537405575,7.5401730888559,2,"no","bank","yes","male_single","life_insurance","used_car",NA,"high","no_known_savings"
27,"0<=X<200",3716.87,"existing_paid",18.81,"4<=X<7",1,NA,"own",2,"skilled",8.22063719524388,7.12128128267938,1,"no","none","no","female_div_dep_mar","life_insurance","tv",1,"low","<100"
43,"0<=X<200",7364.38,"delayed_previously",14.69,">=7",1,NA,"own",4,"skilled",8.90441014341162,7.04493286815775,2,"no","none","no","male_single","life_insurance","new_car",NA,"high","no_known_savings"
29,"0<=X<200",990.43,"existing_paid",10.85,"<1",1,"yes","own",2,"skilled",6.89813919226317,7.4677882263278,1,"no","none","no","male_single","life_insurance","tv",NA,"high","100<=X<500"
36,"no_checking",7298.91,"critical_other_existing_credit",11.22,">=7",1,NA,"own",3,"skilled",8.89548030091938,7.34468889240531,2,"no","none","yes","male_single","life_insurance","tv",NA,"low","100<=X<500"
32,"no_checking",2487.08,"existing_paid",16.48,"1<=X<4",1,NA,"own",1,"skilled",7.81886461055585,7.42219779475009,2,"co_applicant","none","no","male_single","life_insurance","used_car",NA,"low","100<=X<500"
26,"no_checking",2413.72,"delayed_previously",17.08,"1<=X<4",2,NA,"own",2,"skilled",7.78892440487212,7.84008417727782,1,"no","none","yes","female_div_dep_mar","life_insurance","business",NA,"low","<100"
25,"0<=X<200",7031.85,"existing_paid",8.91,">=7",1,NA,"own",1,"skilled",8.85820510807948,7.46673909954831,1,"no","bank","yes","female_div_dep_mar","life_insurance","furniture_equipment",NA,"high","no_known_savings"
34,"no_checking",7024.56,"no_credits_all_paid",8.04,">=7",2,"yes","own",2,"skilled",8.85716785878843,7.27978551027376,1,"no","none","no","male_single","life_insurance","furniture_equipment",NA,"low","<100"
35,"no_checking",7009.97,"existing_paid",14.42,">=7",1,NA,"own",3,"skilled",8.85508870041891,7.18705813031948,1,"co_applicant","none","yes","male_single","life_insurance","tv",NA,"low","100<=X<500"
27,"no_checking",951.38,"existing_paid",10.74,"<1",2,NA,"own",2,"unskilled_resident",6.85791356212492,7.22900763125125,1,"no","bank","no","male_single","life_insurance","furniture_equipment",NA,"high","<100"
26,">=200",3458.57,"existing_paid",7.94,"4<=X<7",1,NA,"rent",2,"skilled",8.14861048782425,7.29146198204371,1,"no","none","yes","male_single","life_insurance","business",NA,NA,NA
43,"<0",6698.56,"critical_other_existing_credit",11.65,">=7",1,NA,"rent",2,"skilled",8.80964785690615,7.37181118787036,1,"guarantor","bank","yes","male_single","life_insurance","new_car",NA,"low","<100"
28,"<0",929.74,"existing_paid",7.17,"<1",1,NA,"rent",4,"high_qualif_self_emp_mgmt",6.83490497716788,7.13250599273385,1,"no","none","yes","female_div_dep_mar","life_insurance","tv",NA,"high","<100"
65,"<0",2270.51,"existing_paid",18.21,"1<=X<4",2,"yes","subsidized",4,"skilled",7.72775975484454,7.06801546324744,1,"no","none","no","male_single","life_insurance","tv",4,"low","<100"
33,"<0",923.95,"existing_paid",11.03,"<1",1,NA,"own",4,"unskilled_resident",6.82865795762343,6.92692225545134,2,"no","none","no","male_single","life_insurance","new_car",NA,"high","<100"
55,"<0",306.65,"existing_paid",NA,"unemployed",1,NA,"subsidized",3,"high_qualif_self_emp_mgmt",5.72570703207199,6.81247488864862,1,"no","none","no","female_div_dep_mar","life_insurance","furniture_equipment",NA,"high","<100"
42,"<0",2250.42,"existing_paid",11.39,"1<=X<4",1,"yes","own",2,"skilled",7.71887214444508,7.33808771921268,1,"no","none","no","male_div_sep","life_insurance","furniture_equipment",NA,"low","<100"
21,"no_checking",2244.31,"existing_paid",14.3,"1<=X<4",1,"yes","rent",3,"skilled",7.71615340326884,7.24608775729682,1,"no","none","no","female_div_dep_mar","life_insurance","new_car",NA,"low","<100"
24,"no_checking",2243.44,"existing_paid",14.29,"1<=X<4",1,NA,"own",4,"skilled",7.71576568113151,7.37612519920958,1,"no","none","no","male_single","life_insurance","used_car",NA,"low","500<=X<1000"
32,"0<=X<200",912.96,"existing_paid",8.23,"<1",1,NA,"own",4,"skilled",6.81669206802514,7.36618836876974,2,"no","none","yes","female_div_dep_mar","life_insurance","business",NA,"high","<100"
46,"no_checking",6335.17,"existing_paid",10.88,">=7",1,NA,"own",4,"high_qualif_self_emp_mgmt",8.7538719274386,7.34685369603642,1,"no","none","yes","male_single","life_insurance","used_car",NA,"high","no_known_savings"
25,"<0",299.66,"existing_paid",NA,"unemployed",1,"yes","own",4,"unemp_unskilled_non_res",5.702648498615,6.81247488864862,1,"no",NA,"no","male_single","life_insurance","furniture_equipment",NA,"high","<100"
27,"no_checking",3216.96,"critical_other_existing_credit",7.99,"4<=X<7",2,NA,"own",4,"skilled",8.07619209321706,7.21929756060849,1,"no","none","yes","male_mar_wid","life_insurance","new_car",NA,"low","100<=X<500"
26,"no_checking",894.87,"existing_paid",9.39,"<1",1,"yes","rent",2,"skilled",6.7966784563282,7.48804303888232,1,"no","none","yes","male_mar_wid","life_insurance","used_car",NA,"high","no_known_savings"
53,"no_checking",6208.12,"critical_other_existing_credit",15.84,">=7",2,NA,"own",4,"skilled",8.73361339157314,7.14611430996083,1,"no","none","no","male_single","life_insurance","tv",NA,"high","no_known_savings"
34,"0<=X<200",2108.95,"existing_paid",10.14,"1<=X<4",1,NA,"own",3,"skilled",7.65394547227929,6.92543622862183,1,"guarantor","none","no","male_single","life_insurance","tv",NA,"low","<100"
26,"no_checking",2099.35,"critical_other_existing_credit",17.71,"1<=X<4",2,NA,"own",2,"skilled",7.64938305198961,7.37069200430119,1,"no","none","no","female_div_dep_mar","life_insurance","tv",NA,"low","<100"
30,"no_checking",5985.48,"existing_paid",6.03,">=7",1,"yes","own",4,"high_qualif_self_emp_mgmt",8.69709181527744,7.23305188222604,1,"no","bank","no","male_single","life_insurance","tv",NA,"low","500<=X<1000"
49,"no_checking",5980.58,"critical_other_existing_credit",11.27,">=7",1,NA,"own",1,"skilled",8.69627283220801,7.344393477315,1,"co_applicant","none","yes","male_single","life_insurance","tv",NA,"high","no_known_savings"
45,"0<=X<200",869.18,"existing_paid",11.8,"<1",1,"yes","own",1,"skilled",6.76755023845349,7.09718838383802,1,"guarantor","none","no","female_div_dep_mar","life_insurance","tv",NA,"high","<100"
27,"0<=X<200",2031.23,"critical_other_existing_credit",11.12,"1<=X<4",1,NA,"own",2,"skilled",7.61639679987573,7.26453403320429,1,"no","bank","no","male_single","life_insurance","business",NA,"low","500<=X<1000"
